Bedrijfsnaam Aflopend sorteren,Bedrag in €,Land,Sector,Type,Bedrag in € (num)
Bank Central Asia Tbk PT,16.501.725,Indonesië,Financial,Aandelen,16501725
Bank Mandiri Persero Tbk PT,6.114.796,Indonesië,Financial,Aandelen,6114796
Bank Negara Indonesia Persero Tbk PT,1.928.379,Indonesië,Financial,Aandelen,1928379
Bank of America Corp,79.379.204,Verenigde Staten,Financial,Aandelen,79379204
Bank of America Corp,36.681.523,Verenigde Staten,Financial,Bedrijfsobligaties,36681523
Bank of Baroda,1.803.080,India,Financial,Aandelen,1803080
Bank of Ireland Group PLC,1.602.060,Ierland,Financial,Aandelen,1602060
Bank of Ireland Group PLC,7.117.491,Ierland,Financial,Bedrijfsobligaties,7117491
Bank of Montreal,18.600.535,Canada,Financial,Aandelen,18600535
Bank of Montreal,17.542.615,Canada,Financial,Bedrijfsobligaties,17542615
Bank of New York Mellon Corp/The,15.185.880,Verenigde Staten,Financial,Aandelen,15185880
Bank of New York Mellon Corp/The,4.574.805,Verenigde Staten,Financial,Bedrijfsobligaties,4574805
Bank of New Zealand,9.235.510,Nieuw-Zeeland,Financial,Bedrijfsobligaties,9235510
Bank of Nova Scotia/The,15.961.908,Canada,Financial,Aandelen,15961908
Bank of Nova Scotia/The,4.175.893,Canada,Financial,Bedrijfsobligaties,4175893
Bank of the Philippine Islands,2.789.034,Filipijnen,Financial,Aandelen,2789034
Bank Polska Kasa Opieki SA,5.399.453,Polen,Financial,Aandelen,5399453
Bank Rakyat Indonesia Persero Tbk PT,9.031.055,Indonesië,Financial,Aandelen,9031055
Bankinter SA,987.749,Spanje,Financial,Aandelen,987749
Bankinter SA,8.745.185,Spanje,Financial,Bedrijfsobligaties,8745185
Banque Cantonale Vaudoise,380.736,Zwitserland,Financial,Aandelen,380736
Banque Federative du Credit Mutuel SA,46.343.804,Frankrijk,Financial,Bedrijfsobligaties,46343804
Banque Saudi Fransi,3.133.823,Saoedi-Arabië,Financial,Aandelen,3133823
Barclays PLC,7.411.634,Verenigd Koninkrijk,Financial,Aandelen,7411634
Barclays PLC,35.192.173,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,35192173
Barratt Redrow PLC,946.927,Verenigd Koninkrijk,"Consumer, cyclical",Aandelen,946927
BASF SE,19.862.205,Duitsland,Basic materials,Bedrijfsobligaties,19862205
Bath & Body Works Inc,2.903.775,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,2903775
Bausch Health Cos Inc,917.081,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,917081
Baxter International Inc,3.807.823,Verenigde Staten,"Consumer, non-cyclical",Aandelen,3807823
Bayer AG,52.203.336,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,52203336
Bayerische Motoren Werke AG,3.388.362,Duitsland,"Consumer, cyclical",Aandelen,3388362
BB Seguridade Participacoes SA,2.345.990,Brazilië,Financial,Aandelen,2345990
BCE Inc,387.269,Canada,Communications,Aandelen,387269
BDO Unibank Inc,4.122.678,Filipijnen,Financial,Aandelen,4122678
BE Semiconductor Industries NV,1.361.722,Nederland,Technology,Aandelen,1361722
BE Semiconductor Industries NV,6.351.793,Nederland,Technology,Bedrijfsobligaties,6351793
Beach Acquisition Bidco LLC,2.849.380,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,2849380
Becton Dickinson & Co,30.187.891,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,30187891
Becton Dickinson & Co,11.517.132,Verenigde Staten,"Consumer, non-cyclical",Aandelen,11517132
Becton Dickinson Euro Finance Sarl,44.845.446,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,44845446
Beiersdorf AG,1.385.907,Duitsland,"Consumer, non-cyclical",Aandelen,1385907
Beijer Ref AB,668.903,Zweden,Industrial,Aandelen,668903
Beijing Kingsoft Office Software Inc,677.414,China,Technology,Aandelen,677414
Beijing Roborock Technology Co Ltd,267.864,China,"Consumer, cyclical",Aandelen,267864
Belden Inc,7.204.039,Verenigde Staten,Industrial,Bedrijfsobligaties,7204039
Belfius Bank SA,20.486.227,België,Financial,Bedrijfsobligaties,20486227
Bellis Acquisition Co PLC,4.757.600,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,4757600
BellRing Brands Inc,3.165.805,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,3165805
Belron UK Finance PLC,27.821.994,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,27821994
Bemis Co Inc,1.961.759,Verenigde Staten,Industrial,Bedrijfsobligaties,1961759
Benteler International AG,3.284.790,Oostenrijk,Diversified,Bedrijfsobligaties,3284790
Bentley Systems Inc,2.011.214,Verenigde Staten,Technology,Aandelen,2011214
Berry Global Inc,6.398.191,Verenigde Staten,Industrial,Bedrijfsobligaties,6398191
Bertelsmann SE & Co KGaA,503.168,Duitsland,Communications,Bedrijfsobligaties,503168
Best Buy Co Inc,3.129.836,Verenigde Staten,"Consumer, cyclical",Aandelen,3129836
Bharat Electronics Ltd,11.329.162,India,Industrial,Aandelen,11329162
Bharti Airtel Ltd,36.950.349,India,Communications,Aandelen,36950349
Bidvest Group Ltd,2.878.701,Zuid-Africa,"Consumer, non-cyclical",Aandelen,2878701
Big River Steel LLC / BRS Finance Corp,5.249.626,Verenigde Staten,Basic materials,Bedrijfsobligaties,5249626
BIM Birlesik Magazalar AS,3.463.979,Turkije,"Consumer, non-cyclical",Aandelen,3463979
BioMerieux,632.316,Frankrijk,"Consumer, non-cyclical",Aandelen,632316
BKW AG,529.350,Zwitserland,Utilities,Aandelen,529350
Blackrock Inc,9.693.331,Verenigde Staten,Financial,Bedrijfsobligaties,9693331
Blackrock Inc,35.832.801,Verenigde Staten,Financial,Aandelen,35832801
Blackstone Mortgage Trust Inc,2.050.861,Verenigde Staten,Financial,Bedrijfsobligaties,2050861
Block Inc,8.841.403,Verenigde Staten,"Consumer, non-cyclical",Aandelen,8841403
BMW Finance NV,13.741.997,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,13741997
BMW International Investment BV,24.499.351,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,24499351
BMW US Capital LLC,8.537.571,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,8537571
BNP Paribas SA,10.207.647,Frankrijk,Financial,Aandelen,10207647
BNP Paribas SA,14.168.692,Frankrijk,Financial,Bedrijfsobligaties,14168692
BOC Hong Kong Holdings Ltd,3.796.825,China,Financial,Aandelen,3796825
Boliden AB,982.590,Zweden,Basic materials,Aandelen,982590
Bollore SE,492.327,Frankrijk,Communications,Aandelen,492327
Bombardier Inc,3.421.730,Canada,Industrial,Bedrijfsobligaties,3421730
Booking Holdings Inc,44.164.624,Verenigde Staten,Communications,Aandelen,44164624
Booking Holdings Inc,44.065.100,Verenigde Staten,Communications,Bedrijfsobligaties,44065100
Booz Allen Hamilton Holding Corp,3.108.066,Verenigde Staten,"Consumer, non-cyclical",Aandelen,3108066
Booz Allen Hamilton Inc,1.073.545,Verenigde Staten,Technology,Bedrijfsobligaties,1073545
BorgWarner Inc,14.884.689,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,14884689
Bosch Ltd,1.595.867,India,"Consumer, cyclical",Aandelen,1595867
Boston Properties LP,9.744.619,Verenigde Staten,Financial,Bedrijfsobligaties,9744619
Boston Scientific Corp,36.906.546,Verenigde Staten,"Consumer, non-cyclical",Aandelen,36906546
Boubyan Bank KSCP,1.957.022,Koeweit,Financial,Aandelen,1957022
Bouygues SA,17.505.537,Frankrijk,Industrial,Bedrijfsobligaties,17505537
Bouygues SA,962.650,Frankrijk,Industrial,Aandelen,962650
Boyd Gaming Corp,21.299.408,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,21299408
BPCE SA,26.675.835,Frankrijk,Financial,Bedrijfsobligaties,26675835
BPER Banca SPA,1.002.957,Italië,Financial,Aandelen,1002957
Brambles Finance PLC,29.586.172,Australië,Industrial,Bedrijfsobligaties,29586172
Brambles Ltd,4.933.832,Australië,"Consumer, non-cyclical",Aandelen,4933832
Brambles USA Inc,1.730.294,Australië,Industrial,Bedrijfsobligaties,1730294
Brenntag Finance BV,10.558.032,Duitsland,Basic materials,Bedrijfsobligaties,10558032
Brenntag SE,907.293,Duitsland,Basic materials,Aandelen,907293
Bridgestone Corp,5.466.547,Japan,"Consumer, cyclical",Aandelen,5466547
Brink's Co/The,4.870.339,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4870339
Bristol-Myers Squibb Co,21.899.309,Verenigde Staten,"Consumer, non-cyclical",Aandelen,21899309
Bristol-Myers Squibb Co,922.194,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,922194
Britannia Industries Ltd,4.373.603,India,"Consumer, non-cyclical",Aandelen,4373603
British Telecommunications PLC,30.053.643,Verenigd Koninkrijk,Communications,Bedrijfsobligaties,30053643
Brixmor Operating Partnership LP,6.320.346,Verenigde Staten,Financial,Bedrijfsobligaties,6320346
Broadcom Corp / Broadcom Cayman Finance Ltd,5.681.419,Verenigde Staten,Technology,Bedrijfsobligaties,5681419
Broadcom Inc,286.255.662,Verenigde Staten,Technology,Aandelen,286255662
Broadcom Inc,3.923.707,Verenigde Staten,Technology,Bedrijfsobligaties,3923707
Broadridge Financial Solutions Inc,6.814.198,Verenigde Staten,Technology,Aandelen,6814198
Broadridge Financial Solutions Inc,10.633.887,Verenigde Staten,Technology,Bedrijfsobligaties,10633887
Brookfield Renewable Corp,702.155,Canada,Utilities,Aandelen,702155
Brown & Brown Inc,6.261.933,Verenigde Staten,Financial,Aandelen,6261933
Brown & Brown Inc,4.191.552,Verenigde Staten,Financial,Bedrijfsobligaties,4191552
Brown-Forman Corp,1.137.058,Verenigde Staten,"Consumer, non-cyclical",Aandelen,1137058
Brown-Forman Corp,2.154.718,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,2154718
Brundage-Bone Concrete Pumping Holdings Inc,7.092.675,Verenigde Staten,Industrial,Bedrijfsobligaties,7092675
BT Group PLC,1.781.398,Verenigd Koninkrijk,Communications,Aandelen,1781398
Builders FirstSource Inc,12.073.937,Verenigde Staten,Industrial,Bedrijfsobligaties,12073937
Bumrungrad Hospital PCL,1.653.216,Thailand,"Consumer, non-cyclical",Aandelen,1653216
Bunge Ltd Finance Corp,17.554.329,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,17554329
Bunzl Finance PLC,6.951.248,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,6951248
Bupa Arabia for Cooperative Insurance Co,2.077.328,Saoedi-Arabië,Financial,Aandelen,2077328
BUPA Finance PLC,18.497.054,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,18497054
Bureau Veritas SA,11.863.316,Frankrijk,"Consumer, non-cyclical",Aandelen,11863316
BYD Co Ltd,33.282.827,China,"Consumer, cyclical",Aandelen,33282827
Cable One Inc,3.208.336,Verenigde Staten,Communications,Bedrijfsobligaties,3208336
Cablevision Lightpath LLC,4.008.115,Verenigde Staten,Communications,Bedrijfsobligaties,4008115
CACI International Inc,2.959.182,Verenigde Staten,Technology,Bedrijfsobligaties,2959182
Cadence Design Systems Inc,19.838.313,Verenigde Staten,Technology,Aandelen,19838313
Cadence Design Systems Inc,3.834.039,Verenigde Staten,Technology,Bedrijfsobligaties,3834039
Cadent Finance PLC,12.454.407,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,12454407
CAE Inc,2.145.634,Canada,Industrial,Aandelen,2145634
CaixaBank SA,8.935.005,Spanje,Financial,Bedrijfsobligaties,8935005
CaixaBank SA,3.819.396,Spanje,Financial,Aandelen,3819396
California Buyer Ltd / Atlantica Sustainable Infrastructure PLC,3.803.515,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,3803515
Camelot Finance SA,332.802,Verenigde Staten,Technology,Bedrijfsobligaties,332802
Canadian Imperial Bank of Commerce,15.465.298,Canada,Financial,Aandelen,15465298
Canadian Imperial Bank of Commerce,3.683.915,Canada,Financial,Bedrijfsobligaties,3683915
Canadian National Railway Co,12.873.079,Canada,Industrial,Aandelen,12873079
Canadian Pacific Kansas City Ltd,17.126.918,Canada,Industrial,Aandelen,17126918
Canadian Pacific Railway Co,5.354.207,Canada,Industrial,Bedrijfsobligaties,5354207
Canadian Utilities Ltd,904.249,Canada,Utilities,Aandelen,904249
Canara Bank,1.530.969,India,Financial,Aandelen,1530969
Canon Inc,6.354.278,Japan,Technology,Aandelen,6354278
Capcom Co Ltd,2.746.427,Japan,Technology,Aandelen,2746427
Capgemini SE,3.091.451,Frankrijk,Technology,Aandelen,3091451
Capital One Financial Corp,31.585.847,Verenigde Staten,Financial,Aandelen,31585847
Capital One Financial Corp,4.724.879,Verenigde Staten,Financial,Bedrijfsobligaties,4724879
Capital One NA,6.360.964,Verenigde Staten,Financial,Bedrijfsobligaties,6360964
Capitec Bank Holdings Ltd,9.775.149,Zuid-Africa,Financial,Aandelen,9775149
Capstone Borrower Inc,6.170.284,Verenigde Staten,Technology,Bedrijfsobligaties,6170284
CAR Group Ltd,2.183.841,Australië,Communications,Aandelen,2183841
Cardinal Health Inc,4.528.688,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4528688
Cardinal Health Inc,9.388.307,Verenigde Staten,"Consumer, non-cyclical",Aandelen,9388307
Cargill Inc,5.858.614,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,5858614
Carl Zeiss Meditec AG,5.888.214,Duitsland,"Consumer, non-cyclical",Aandelen,5888214
Carlisle Cos Inc,5.573.716,Verenigde Staten,Industrial,Bedrijfsobligaties,5573716
Carlsberg AS,1.510.983,Denemarken,"Consumer, non-cyclical",Aandelen,1510983
Carlsberg Breweries A/S,57.902.001,Denemarken,"Consumer, non-cyclical",Bedrijfsobligaties,57902001
Carnival Corp,2.618.570,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,2618570
Carnival PLC,7.904.757,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,7904757
Carrefour SA,26.237.059,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,26237059
Carrefour SA,858.381,Frankrijk,"Consumer, non-cyclical",Aandelen,858381
Carriage Services Inc,404.732,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,404732
Carrier Global Corp,11.473.794,Verenigde Staten,Industrial,Bedrijfsobligaties,11473794
Cars.com Inc,3.236.654,Verenigde Staten,Communications,Bedrijfsobligaties,3236654
Carvana Co,9.461.059,Verenigde Staten,"Consumer, cyclical",Aandelen,9461059
Cascades Inc/Cascades USA Inc,3.678.770,Canada,Industrial,Bedrijfsobligaties,3678770
Catcher Technology Co Ltd,2.256.598,Taiwan,Industrial,Aandelen,2256598
Cathay Financial Holding Co Ltd,11.512.118,Taiwan,Financial,Aandelen,11512118
Cboe Global Markets Inc,5.590.007,Verenigde Staten,Financial,Aandelen,5590007
CBRE Global Investors Open-Ended Fund SCA SICAV-SIF Pan European Core Fund,15.800.434,Luxemburg,Financial,Bedrijfsobligaties,15800434
CBRE Services Inc,1.853.842,Verenigde Staten,Financial,Bedrijfsobligaties,1853842
CCEP Finance Ireland DAC,8.446.997,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,8446997
CCL Industries Inc,1.973.413,Canada,Industrial,Aandelen,1973413
CCO Holdings LLC / CCO Holdings Capital Corp,41.244.519,Verenigde Staten,Communications,Bedrijfsobligaties,41244519
CD Projekt SA,3.031.343,Polen,Technology,Aandelen,3031343
CDW LLC / CDW Finance Corp,11.768.759,Verenigde Staten,Technology,Bedrijfsobligaties,11768759
Celanese US Holdings LLC,46.865.555,Verenigde Staten,Basic materials,Bedrijfsobligaties,46865555
CELCOMDIGI BHD,2.073.497,Maleisië,Communications,Aandelen,2073497
Celestica Inc,4.192.106,Canada,Industrial,Aandelen,4192106
Cellnex Finance Co SA,33.483.397,Spanje,Industrial,Bedrijfsobligaties,33483397
Cellnex Telecom SA,2.132.195,Spanje,Industrial,Aandelen,2132195
Cemex SAB de CV,6.599.032,Mexico,Industrial,Aandelen,6599032
Cencora Inc,13.601.344,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,13601344
Cencora Inc,12.815.500,Verenigde Staten,"Consumer, non-cyclical",Aandelen,12815500
Cencosud SA,2.773.656,Chili,"Consumer, non-cyclical",Aandelen,2773656
Centene Corp,6.253.633,Verenigde Staten,"Consumer, non-cyclical",Aandelen,6253633
Centene Corp,7.011.357,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,7011357
CenterPoint Energy Houston Electric LLC,5.996.293,Verenigde Staten,Utilities,Bedrijfsobligaties,5996293
CenterPoint Energy Inc,2.287.088,Verenigde Staten,Utilities,Bedrijfsobligaties,2287088
CenterPoint Energy Resources Corp,76.337,Verenigde Staten,Utilities,Bedrijfsobligaties,76337
Centrais Eletricas Brasileiras SA,7.091.145,Brazilië,Utilities,Aandelen,7091145
Central Garden & Pet Co,3.950.461,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,3950461
Central Japan Railway Co,4.063.904,Japan,Industrial,Aandelen,4063904
Central Parent Inc / CDK Global Inc,972.827,Verenigde Staten,Technology,Bedrijfsobligaties,972827
Central Parent LLC / CDK Global II LLC / CDK Financing Co Inc,3.695.489,Verenigde Staten,Technology,Bedrijfsobligaties,3695489
Century Aluminum Co,1.981.477,Verenigde Staten,Basic materials,Bedrijfsobligaties,1981477
Century Communities Inc,3.488.966,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3488966
CF Industries Inc,2.389.652,Verenigde Staten,Basic materials,Bedrijfsobligaties,2389652
CGI Inc,4.926.490,Canada,Technology,Aandelen,4926490
CH Robinson Worldwide Inc,2.541.120,Verenigde Staten,Industrial,Aandelen,2541120
Chailease Holding Co Ltd,3.475.094,Taiwan,Financial,Aandelen,3475094
Champions Financing Inc,2.104.857,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,2104857
Chandra Asri Pacific Tbk PT,3.032.175,Indonesië,Basic materials,Aandelen,3032175
Chang Hwa Commercial Bank Ltd,2.040.987,Taiwan,Financial,Aandelen,2040987
Changzhou Xingyu Automotive Lighting Systems Co Ltd,254.124,China,Industrial,Aandelen,254124
Charles River Laboratories International Inc,6.071.138,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,6071138
Charles Schwab Corp/The,2.878.926,Verenigde Staten,Financial,Bedrijfsobligaties,2878926
Charles Schwab Corp/The,2.878.926,Verenigde Staten,Financial,Bedrijfsobligaties,2878926
Chart Industries Inc,8.594.254,Verenigde Staten,Industrial,Bedrijfsobligaties,8594254
Charter Communications Inc,8.863.674,Verenigde Staten,Communications,Aandelen,8863674
Charter Communications Operating LLC / Charter Communications Operating Capital,17.237.216,Verenigde Staten,Communications,Bedrijfsobligaties,17237216
Cheng Shin Rubber Industry Co Ltd,1.543.282,Taiwan,"Consumer, cyclical",Aandelen,1543282
Cheplapharm Arzneimittel GmbH,1.127.224,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,1127224
Chiba Bank Ltd/The,1.249.839,Japan,Financial,Aandelen,1249839
China Feihe Ltd,1.695.395,China,"Consumer, non-cyclical",Aandelen,1695395
China Literature Ltd,1.031.422,China,Communications,Aandelen,1031422
China Minsheng Banking Corp Ltd,3.141.408,China,Financial,Aandelen,3141408
Chipotle Mexican Grill Inc,17.738.588,Verenigde Staten,"Consumer, cyclical",Aandelen,17738588
Cholamandalam Investment and Finance Co Ltd,4.424.560,India,Financial,Aandelen,4424560
Chongqing Brewery Co Ltd,154.598,China,"Consumer, non-cyclical",Aandelen,154598
Chongqing Rural Commercial Bank Co Ltd,238.531,China,Financial,Aandelen,238531
Chongqing Zhifei Biological Products Co Ltd,378.830,China,"Consumer, non-cyclical",Aandelen,378830
Chorus Ltd,7.899.815,Nieuw-Zeeland,Communications,Bedrijfsobligaties,7899815
Chow Tai Fook Jewellery Group Ltd,2.399.513,China,"Consumer, cyclical",Aandelen,2399513
CHS/Community Health Systems Inc,1.802.859,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,1802859
Chubb INA Holdings Inc,24.706.438,Verenigde Staten,Financial,Bedrijfsobligaties,24706438
Chubb Ltd,25.600.551,Verenigde Staten,Financial,Aandelen,25600551
Chugai Pharmaceutical Co Ltd,8.228.130,Japan,"Consumer, non-cyclical",Aandelen,8228130
Chunghwa Telecom Co Ltd,11.310.842,Taiwan,Communications,Aandelen,11310842
Church & Dwight Co Inc,5.759.395,Verenigde Staten,"Consumer, non-cyclical",Aandelen,5759395
Church & Dwight Co Inc,902.698,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,902698
Churchill Downs Inc,20.975.679,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,20975679
Cia de Saneamento Basico do Estado de Sao Paulo,6.452.325,Brazilië,Utilities,Aandelen,6452325
Cia Energetica de Minas Gerais,2.086.158,Brazilië,Utilities,Aandelen,2086158
Cia Paranaense de Energia - Copel,1.543.619,Brazilië,Utilities,Aandelen,1543619
Cie de Saint-Gobain SA,14.776.512,Frankrijk,Industrial,Aandelen,14776512
Cie de Saint-Gobain SA,47.510.419,Frankrijk,Industrial,Bedrijfsobligaties,47510419
Cie Generale des Etablissements Michelin,2.781.576,Frankrijk,"Consumer, cyclical",Aandelen,2781576
Ciena Corp,9.157.016,Verenigde Staten,Communications,Bedrijfsobligaties,9157016
