Bedrijfsnaam Aflopend sorteren,Bedrag in €,Land,Sector,Type,Bedrag in € (num)
JUMBO SA,2.237.553,Griekenland,"Consumer, cyclical",Aandelen,2237553
Juniper Networks Inc,3.089.664,Verenigde Staten,Communications,Aandelen,3089664
Jyske Bank A/S,19.624.053,Denemarken,Financial,Bedrijfsobligaties,19624053
Kaiser Aluminum Corp,3.304.196,Verenigde Staten,Basic materials,Bedrijfsobligaties,3304196
Kaixo Bondco Telecom SA,1.273.495,Spanje,Communications,Bedrijfsobligaties,1273495
Kajima Corp,2.556.652,Japan,Industrial,Aandelen,2556652
Kakao Corp,8.788.583,Zuid-Korea,Communications,Aandelen,8788583
KakaoBank Corp,2.140.184,Zuid-Korea,Financial,Aandelen,2140184
Kalbe Farma Tbk PT,1.531.957,Indonesië,"Consumer, non-cyclical",Aandelen,1531957
Kanzhun Ltd,3.126.198,China,Communications,Aandelen,3126198
Kao Corp,4.885.875,Japan,"Consumer, non-cyclical",Aandelen,4885875
Kapla Holding SAS,3.911.754,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,3911754
Kasikornbank PCL,1.923.437,Thailand,Financial,Aandelen,1923437
KB Financial Group Inc,17.183.596,Zuid-Korea,Financial,Aandelen,17183596
KBC Group NV,31.257.189,België,Financial,Aandelen,31257189
KBC Group NV,28.610.198,België,Financial,Bedrijfsobligaties,28610198
KBC IFIMA SA,13.831.965,België,Financial,Bedrijfsobligaties,13831965
KDDI Corp,12.347.583,Japan,Communications,Aandelen,12347583
KE Holdings Inc,7.097.114,China,Financial,Aandelen,7097114
Kellanova,5.093.416,Verenigde Staten,"Consumer, non-cyclical",Aandelen,5093416
Kellanova,11.988.778,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,11988778
Kennedy-Wilson Inc,9.174.796,Verenigde Staten,Financial,Bedrijfsobligaties,9174796
Kenvue Inc,1.751.412,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,1751412
Keppel Ltd,1.963.315,Singapore,Industrial,Aandelen,1963315
Kerry Group Financial Services,42.230.133,Ierland,"Consumer, non-cyclical",Bedrijfsobligaties,42230133
Kerry Group PLC,18.528.563,Ierland,"Consumer, non-cyclical",Aandelen,18528563
Kesko OYJ,762.991,Finland,"Consumer, non-cyclical",Aandelen,762991
Keurig Dr Pepper Inc,17.770.942,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,17770942
Keurig Dr Pepper Inc,9.894.934,Verenigde Staten,"Consumer, non-cyclical",Aandelen,9894934
KeyCorp,3.718.280,Verenigde Staten,Financial,Aandelen,3718280
Keyence Corp,18.250.173,Japan,Industrial,Aandelen,18250173
Keysight Technologies Inc,6.538.626,Verenigde Staten,Industrial,Aandelen,6538626
KFC Holding Co/Pizza Hut Holdings LLC/Taco Bell of America LLC,7.674.782,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,7674782
KGI Financial Holding Co Ltd,4.417.351,Taiwan,Financial,Aandelen,4417351
Kimberly-Clark Corp,2.253.164,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,2253164
Kimberly-Clark de Mexico SAB de CV,1.660.441,Mexico,"Consumer, non-cyclical",Aandelen,1660441
Kimco Realty OP LLC,3.700.410,Verenigde Staten,Financial,Bedrijfsobligaties,3700410
Kingdee International Software Group Co Ltd,3.138.368,China,Technology,Aandelen,3138368
Kingfisher PLC,803.142,Verenigd Koninkrijk,"Consumer, cyclical",Aandelen,803142
Kingsoft Corp Ltd,2.935.664,China,Technology,Aandelen,2935664
Kingspan Group PLC,11.727.590,Ierland,Industrial,Aandelen,11727590
Kingspan Securities Ireland DAC,7.796.974,Ierland,Industrial,Bedrijfsobligaties,7796974
Kirin Holdings Co Ltd,2.519.064,Japan,"Consumer, non-cyclical",Aandelen,2519064
KLA Corp,27.643.291,Verenigde Staten,Technology,Aandelen,27643291
KLA Corp,2.110.158,Verenigde Staten,Technology,Bedrijfsobligaties,2110158
Kleopatra Finco Sarl,1.182.042,Luxemburg,Industrial,Bedrijfsobligaties,1182042
Klepierre SA,3.270.510,Frankrijk,Financial,Bedrijfsobligaties,3270510
Knife River Corp,2.499.515,Verenigde Staten,Industrial,Bedrijfsobligaties,2499515
Knorr-Bremse AG,3.612.892,Duitsland,Industrial,Bedrijfsobligaties,3612892
Kojamo Oyj,8.051.004,Finland,Financial,Bedrijfsobligaties,8051004
Komatsu Ltd,6.931.306,Japan,Industrial,Aandelen,6931306
Komercni banka as,1.811.256,Tsjechië,Financial,Aandelen,1811256
Konami Group Corp,3.686.854,Japan,Technology,Aandelen,3686854
Kone OYJ,20.646.207,Finland,Industrial,Aandelen,20646207
Koninklijke Ahold Delhaize NV,35.780.801,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,35780801
Koninklijke Ahold Delhaize NV,4.259.219,Nederland,"Consumer, non-cyclical",Aandelen,4259219
Koninklijke KPN NV,2.107.474,Nederland,Communications,Aandelen,2107474
Koninklijke KPN NV,29.839.716,Nederland,Communications,Bedrijfsobligaties,29839716
Korea Zinc Co Ltd,1.835.764,Zuid-Korea,Basic materials,Aandelen,1835764
Korean Air Lines Co Ltd,1.912.626,Zuid-Korea,"Consumer, cyclical",Aandelen,1912626
Korn Ferry,9.620.754,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,9620754
Kotak Mahindra Bank Ltd,15.661.095,India,Financial,Aandelen,15661095
Kraft Heinz Co/The,5.374.392,Verenigde Staten,"Consumer, non-cyclical",Aandelen,5374392
Kraft Heinz Foods Co,38.711.490,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,38711490
Krafton Inc,4.647.519,Zuid-Korea,Technology,Aandelen,4647519
Kreditanstalt fuer Wiederaufbau,631.031,Duitsland,Financial,Bedrijfsobligaties,631031
Kroger Co/The,10.460.108,Verenigde Staten,"Consumer, non-cyclical",Aandelen,10460108
Kroger Co/The,5.266.588,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,5266588
Krung Thai Bank PCL,1.072.799,Thailand,Financial,Aandelen,1072799
Kuang-Chi Technologies Co Ltd,259.998,China,Industrial,Aandelen,259998
Kubota Corp,2.557.980,Japan,Industrial,Aandelen,2557980
Kuehne + Nagel International AG,1.167.113,Zwitserland,Industrial,Aandelen,1167113
Kyndryl Holdings Inc,6.270.661,Verenigde Staten,Technology,Bedrijfsobligaties,6270661
Kyocera Corp,3.627.374,Japan,Industrial,Aandelen,3627374
L'Oreal SA,46.743.679,Frankrijk,"Consumer, non-cyclical",Aandelen,46743679
L'Oreal SA,22.409.170,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,22409170
La Banque Postale SA,5.065.597,Frankrijk,Financial,Bedrijfsobligaties,5065597
La Poste SA,28.626.135,Frankrijk,Industrial,Bedrijfsobligaties,28626135
Labcorp Holdings Inc,5.097.236,Verenigde Staten,"Consumer, non-cyclical",Aandelen,5097236
Laboratory Corp of America Holdings,4.711.087,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4711087
Lam Research Corp,29.016.085,Verenigde Staten,Technology,Aandelen,29016085
Lam Research Corp,8.526.609,Verenigde Staten,Technology,Bedrijfsobligaties,8526609
Lamar Media Corp,793.621,Verenigde Staten,Communications,Bedrijfsobligaties,793621
Lamb Weston Holdings Inc,4.093.851,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4093851
Landesbank Baden-Wuerttemberg,6.877.031,Duitsland,Financial,Bedrijfsobligaties,6877031
Lansforsakringar Bank AB,20.621.308,Zweden,Financial,Bedrijfsobligaties,20621308
LANXESS AG,12.031.904,Duitsland,Basic materials,Bedrijfsobligaties,12031904
Largan Precision Co Ltd,4.303.226,Taiwan,Industrial,Aandelen,4303226
Las Vegas Sands Corp,3.725.658,Verenigde Staten,"Consumer, cyclical",Aandelen,3725658
Las Vegas Sands Corp,12.546.173,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,12546173
Lasertec Corp,2.495.554,Japan,Technology,Aandelen,2495554
LCM Investments Holdings II LLC,1.799.513,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1799513
Lear Corp,302.946,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,302946
LEG Immobilien SE,7.779.464,Duitsland,Financial,Bedrijfsobligaties,7779464
Legal & General Group PLC,2.290.172,Verenigd Koninkrijk,Financial,Aandelen,2290172
Legrand SA,12.041.669,Frankrijk,Industrial,Aandelen,12041669
Legrand SA,16.395.839,Frankrijk,Industrial,Bedrijfsobligaties,16395839
Lennar Corp,5.959.098,Verenigde Staten,"Consumer, cyclical",Aandelen,5959098
Lennox International Inc,4.204.623,Verenigde Staten,Industrial,Aandelen,4204623
Lenovo Group Ltd,5.191.136,China,Technology,Aandelen,5191136
Level 3 Financing Inc,1.459.149,Verenigde Staten,Communications,Bedrijfsobligaties,1459149
LG Corp,3.234.792,Zuid-Korea,Technology,Aandelen,3234792
LG Electronics Inc,3.410.197,Zuid-Korea,"Consumer, cyclical",Aandelen,3410197
LG Energy Solution Ltd,6.169.362,Zuid-Korea,"Consumer, cyclical",Aandelen,6169362
LG H&H Co Ltd,1.182.222,Zuid-Korea,"Consumer, non-cyclical",Aandelen,1182222
LG Innotek Co Ltd,1.002.529,Zuid-Korea,Industrial,Aandelen,1002529
LGI Homes Inc,888.687,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,888687
Li Auto Inc,10.433.275,China,"Consumer, cyclical",Aandelen,10433275
Liberty Media Corp-Liberty Formula One,5.135.576,Verenigde Staten,Communications,Aandelen,5135576
Lifco AB,1.060.538,Zweden,"Consumer, non-cyclical",Aandelen,1060538
Life Time Inc,1.874.530,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1874530
LifePoint Health Inc,2.168.190,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,2168190
Light & Wonder International Inc,14.855.510,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,14855510
Lincoln National Corp,3.035.314,Verenigde Staten,Financial,Bedrijfsobligaties,3035314
Linde Inc/CT,12.088.006,Verenigde Staten,Basic materials,Bedrijfsobligaties,12088006
Linde PLC,36.130.171,Verenigde Staten,Basic materials,Bedrijfsobligaties,36130171
Linde PLC,51.509.277,Verenigde Staten,Basic materials,Aandelen,51509277
Lite-On Technology Corp,4.366.436,Taiwan,"Consumer, cyclical",Aandelen,4366436
Lithia Motors Inc,3.928.868,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3928868
Live Nation Entertainment Inc,17.863.876,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,17863876
Live Nation Entertainment Inc,5.972.844,Verenigde Staten,"Consumer, cyclical",Aandelen,5972844
LKQ Corp,2.089.072,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,2089072
LKQ Corp,2.249.070,Verenigde Staten,"Consumer, cyclical",Aandelen,2249070
LKQ Dutch Bond BV,21.071.247,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,21071247
Lloyds Banking Group PLC,21.680.508,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,21680508
Lloyds Banking Group PLC,7.078.641,Verenigd Koninkrijk,Financial,Aandelen,7078641
Loarre Investments Sarl,1.817.992,Spanje,"Consumer, cyclical",Bedrijfsobligaties,1817992
Loblaw Cos Ltd,5.825.210,Canada,"Consumer, non-cyclical",Aandelen,5825210
Loews Corp,3.898.859,Verenigde Staten,Financial,Aandelen,3898859
Logitech International SA,1.527.968,Zwitserland,Technology,Aandelen,1527968
London Stock Exchange Group PLC,11.099.678,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,11099678
London Stock Exchange Group PLC,26.768.144,Verenigd Koninkrijk,Financial,Aandelen,26768144
LONGi Green Energy Technology Co Ltd,692.824,China,Energy,Aandelen,692824
Lonza Finance International NV,21.769.840,Zwitserland,"Consumer, non-cyclical",Bedrijfsobligaties,21769840
Lonza Group AG,17.140.782,Zwitserland,"Consumer, non-cyclical",Aandelen,17140782
Lorca Telecom Bondco SA,2.352.177,Spanje,Communications,Bedrijfsobligaties,2352177
Lottery Corp Ltd/The,1.807.906,Australië,"Consumer, cyclical",Aandelen,1807906
Lottomatica Group Spa,17.043.168,Italië,"Consumer, cyclical",Bedrijfsobligaties,17043168
Louis Dreyfus Co Finance BV,12.230.755,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,12230755
Lowe's Cos Inc,28.838.658,Verenigde Staten,"Consumer, cyclical",Aandelen,28838658
Lowe's Cos Inc,2.054.172,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,2054172
Loxam SAS,25.494.866,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,25494866
LPL Financial Holdings Inc,6.949.331,Verenigde Staten,Financial,Aandelen,6949331
LPL Holdings Inc,6.493.120,Verenigde Staten,Financial,Bedrijfsobligaties,6493120
LPP SA,2.742.412,Polen,"Consumer, cyclical",Aandelen,2742412
LS Electric Co Ltd,1.877.352,Zuid-Korea,Industrial,Aandelen,1877352
Lseg Netherlands BV,27.730.354,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,27730354
Luna 2 5SARL,503.346,Luxemburg,Industrial,Bedrijfsobligaties,503346
Lunar Funding V for Swisscom AG,11.069.465,Zwitserland,Communications,Bedrijfsobligaties,11069465
Lune Holdings Sarl,593.413,Frankrijk,Basic materials,Bedrijfsobligaties,593413
Luxshare Precision Industry Co Ltd,1.058.944,China,Industrial,Aandelen,1058944
LY Corp,2.486.884,Japan,Communications,Aandelen,2486884
LYB International Finance II BV,6.900.586,Verenigde Staten,Basic materials,Bedrijfsobligaties,6900586
LYB International Finance III LLC,5.083.238,Verenigde Staten,Basic materials,Bedrijfsobligaties,5083238
M/I Homes Inc,1.873.448,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1873448
M&G PLC,889.098,Verenigd Koninkrijk,Financial,Aandelen,889098
M&T Bank Corp,7.338.353,Verenigde Staten,Financial,Aandelen,7338353
M3 Inc,1.400.509,Japan,Communications,Aandelen,1400509
Macquarie Group Ltd,6.541.542,Australië,Financial,Bedrijfsobligaties,6541542
Macquarie Group Ltd,12.737.700,Australië,Financial,Aandelen,12737700
Magallanes Inc,11.203.141,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,11203141
Magna International Inc,15.742.388,Canada,"Consumer, cyclical",Bedrijfsobligaties,15742388
Magna International Inc,2.402.855,Canada,"Consumer, cyclical",Aandelen,2402855
Magnera Corp,2.986.187,Verenigde Staten,Basic materials,Bedrijfsobligaties,2986187
Mahle GmbH,1.334.412,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,1334412
Makita Corp,1.712.321,Japan,Industrial,Aandelen,1712321
Malayan Banking Bhd,7.328.702,Maleisië,Financial,Aandelen,7328702
Manchester Airport Group Funding PLC,14.522.859,Verenigd Koninkrijk,Industrial,Bedrijfsobligaties,14522859
Manila Electric Co,1.469.407,Filipijnen,Utilities,Aandelen,1469407
Mankind Pharma Ltd,1.543.356,India,"Consumer, non-cyclical",Aandelen,1543356
ManpowerGroup Inc,8.045.874,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,8045874
Manulife Financial Corp,12.767.420,Canada,Financial,Aandelen,12767420
Marico Ltd,2.551.719,India,"Consumer, non-cyclical",Aandelen,2551719
Markel Group Inc,5.897.559,Verenigde Staten,Financial,Aandelen,5897559
Marriott International Inc/MD,7.943.419,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,7943419
Marriott International Inc/MD,14.847.626,Verenigde Staten,"Consumer, cyclical",Aandelen,14847626
Marsh & McLennan Cos Inc,25.042.508,Verenigde Staten,Financial,Aandelen,25042508
Marsh & McLennan Cos Inc,16.207.751,Verenigde Staten,Financial,Bedrijfsobligaties,16207751
Martin Marietta Materials Inc,2.094.256,Verenigde Staten,Industrial,Bedrijfsobligaties,2094256
Martin Marietta Materials Inc,7.773.406,Verenigde Staten,Industrial,Aandelen,7773406
Marvell Technology Inc,15.595.258,Verenigde Staten,Technology,Aandelen,15595258
Marvell Technology Inc,3.808.067,Verenigde Staten,Technology,Bedrijfsobligaties,3808067
Masco Corp,1.625.818,Verenigde Staten,Industrial,Bedrijfsobligaties,1625818
MassMutual Global Funding II,8.849.900,Verenigde Staten,Financial,Bedrijfsobligaties,8849900
Masterbrand Inc,6.083.923,Verenigde Staten,Industrial,Bedrijfsobligaties,6083923
Mastercard Inc,11.300.019,Verenigde Staten,Financial,Bedrijfsobligaties,11300019
Mastercard Inc,106.332.251,Verenigde Staten,Financial,Aandelen,106332251
Match Group Holdings II LLC,1.697.998,Verenigde Staten,Communications,Bedrijfsobligaties,1697998
MatsukiyoCocokara & Co,1.587.387,Japan,"Consumer, cyclical",Aandelen,1587387
Mattel Inc,1.779.402,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1779402
Matterhorn Telecom SA,14.099.074,Luxemburg,Communications,Bedrijfsobligaties,14099074
Matthews International Corp,1.854.088,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,1854088
Max Healthcare Institute Ltd,7.069.874,India,"Consumer, non-cyclical",Aandelen,7069874
mBank SA,1.957.564,Polen,Financial,Aandelen,1957564
McCormick & Co Inc/MD,4.653.256,Verenigde Staten,"Consumer, non-cyclical",Aandelen,4653256
McCormick & Co Inc/MD,4.978.616,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4978616
McDonald's Corp,48.614.440,Verenigde Staten,"Consumer, cyclical",Aandelen,48614440
McDonald's Corp,40.433.256,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,40433256
McGraw-Hill Education Inc,7.972.936,Verenigde Staten,Communications,Bedrijfsobligaties,7972936
McKesson Corp,18.000.198,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,18000198
McKesson Corp,21.297.033,Verenigde Staten,"Consumer, non-cyclical",Aandelen,21297033
MediaTek Inc,35.906.394,Taiwan,Technology,Aandelen,35906394
Medibank Pvt Ltd,2.148.704,Australië,Financial,Aandelen,2148704
Mediobanca Banca di Credito Finanziario SpA,1.295.366,Italië,Financial,Aandelen,1295366
Mediobanca Banca di Credito Finanziario SpA,10.340.367,Italië,Financial,Bedrijfsobligaties,10340367
Medtronic PLC,25.962.900,Verenigde Staten,"Consumer, non-cyclical",Aandelen,25962900
Mega Financial Holding Co Ltd,9.457.027,Taiwan,Financial,Aandelen,9457027
Mehilainen Yhtiot Oy,1.934.417,Finland,"Consumer, non-cyclical",Bedrijfsobligaties,1934417
MEIJI Holdings Co Ltd,1.204.828,Japan,"Consumer, non-cyclical",Aandelen,1204828
Meituan,48.639.195,China,Communications,Aandelen,48639195
MercadoLibre Inc,27.698.221,Brazilië,Communications,Aandelen,27698221
Mercedes-Benz Group AG,3.826.501,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,3826501
Mercedes-Benz Group AG,10.531.796,Duitsland,"Consumer, cyclical",Aandelen,10531796
Mercer International Inc,7.687.503,Duitsland,Basic materials,Bedrijfsobligaties,7687503
Merck & Co Inc,17.714.964,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,17714964
Merck & Co Inc,46.255.443,Verenigde Staten,"Consumer, non-cyclical",Aandelen,46255443
Merck Financial Services GmbH,2.758.703,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,2758703
Merck KGaA,1.863.950,Duitsland,"Consumer, non-cyclical",Aandelen,1863950
Meridian Energy Ltd,1.140.967,Nieuw-Zeeland,Utilities,Aandelen,1140967
Meritz Financial Group Inc,4.295.902,Zuid-Korea,Financial,Aandelen,4295902
Merlin Entertainments Group US Holdings Inc,1.765.863,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,1765863
Merlin Properties Socimi SA,6.707.416,Spanje,Financial,Bedrijfsobligaties,6707416
Metlen Energy & Metals SA,3.745.798,Griekenland,Utilities,Aandelen,3745798
MetLife Inc,2.361.573,Verenigde Staten,Financial,Bedrijfsobligaties,2361573
MetLife Inc,10.813.419,Verenigde Staten,Financial,Aandelen,10813419
Metro Inc/CN,3.795.022,Canada,"Consumer, non-cyclical",Aandelen,3795022
Metropolitan Bank & Trust Co,1.742.400,Filipijnen,Financial,Aandelen,1742400
Metropolitan Life Global Funding I,41.976.807,Verenigde Staten,Financial,Bedrijfsobligaties,41976807
Metso Oyj,887.579,Finland,Industrial,Aandelen,887579
Mettler-Toledo International Inc,5.786.285,Verenigde Staten,Industrial,Aandelen,5786285
Micro-Star International Co Ltd,1.791.106,Taiwan,Industrial,Aandelen,1791106
Microchip Technology Inc,9.094.057,Verenigde Staten,Technology,Aandelen,9094057
Microchip Technology Inc,1.838.270,Verenigde Staten,Technology,Bedrijfsobligaties,1838270
Micron Technology Inc,31.994.812,Verenigde Staten,Technology,Aandelen,31994812
Microsoft Corp,391.615.510,Verenigde Staten,Technology,Aandelen,391615510
Microsoft Corp,15.527.564,Verenigde Staten,Technology,Bedrijfsobligaties,15527564
MicroStrategy Inc,23.236.553,Verenigde Staten,Technology,Aandelen,23236553
Midea Group Co Ltd,3.111.688,China,"Consumer, cyclical",Aandelen,3111688
Millicom International Cellular SA,2.036.536,Guatemala,Communications,Bedrijfsobligaties,2036536
MINEBEA MITSUMI Inc,1.283.206,Japan,Industrial,Aandelen,1283206
MINISO Group Holding Ltd,1.001.588,China,"Consumer, cyclical",Aandelen,1001588
Minor Hotels Europe & Americas SA,3.181.711,Spanje,"Consumer, cyclical",Bedrijfsobligaties,3181711
Minor International PCL,1.318.292,Thailand,"Consumer, cyclical",Aandelen,1318292
Mirae Asset Securities Co Ltd,2.612.543,Zuid-Korea,Financial,Aandelen,2612543
MISC Bhd,1.519.229,Maleisië,Industrial,Aandelen,1519229
Mitsubishi Chemical Group Corp,1.689.394,Japan,Basic materials,Aandelen,1689394
Mitsubishi Electric Corp,9.614.268,Japan,Industrial,Aandelen,9614268
Mitsubishi HC Capital Inc,1.522.981,Japan,Financial,Aandelen,1522981
Mitsubishi Heavy Industries Ltd,18.772.104,Japan,Industrial,Aandelen,18772104
Mitsubishi UFJ Financial Group Inc,36.879.642,Japan,Financial,Aandelen,36879642
Mitsubishi UFJ Financial Group Inc,11.934.049,Japan,Financial,Bedrijfsobligaties,11934049
Mizuho Financial Group Inc,15.481.532,Japan,Financial,Aandelen,15481532
Mizuho Financial Group Inc,15.113.084,Japan,Financial,Bedrijfsobligaties,15113084
MMS USA Holdings Inc,4.797.249,Frankrijk,Communications,Bedrijfsobligaties,4797249
Mohawk Industries Inc,1.711.069,Verenigde Staten,Industrial,Bedrijfsobligaties,1711069
Molina Healthcare Inc,4.064.291,Verenigde Staten,"Consumer, non-cyclical",Aandelen,4064291
Molina Healthcare Inc,14.104.343,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,14104343
Molnlycke Holding AB,5.267.907,Zweden,"Consumer, non-cyclical",Bedrijfsobligaties,5267907
Molson Coors Beverage Co,2.084.931,Verenigde Staten,"Consumer, non-cyclical",Aandelen,2084931
Molson Coors Beverage Co,18.660.704,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,18660704
Mondelez International Holdings Netherlands BV,4.856.510,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4856510
Mondelez International Inc,46.074.091,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,46074091
Mondi Finance Europe GmbH,3.400.627,Oostenrijk,Basic materials,Bedrijfsobligaties,3400627
Mondi Finance PLC,39.104.001,Oostenrijk,Basic materials,Bedrijfsobligaties,39104001
Mondi PLC,795.449,Oostenrijk,Basic materials,Aandelen,795449
Moneta Money Bank AS,1.089.919,Tsjechië,Financial,Aandelen,1089919
MongoDB Inc,3.962.950,Verenigde Staten,Technology,Aandelen,3962950
Monitchem HoldCo 3 SA,6.236.185,Luxemburg,Basic materials,Bedrijfsobligaties,6236185
Monolithic Power Systems Inc,8.392.630,Verenigde Staten,Technology,Aandelen,8392630
MonotaRO Co Ltd,1.146.009,Japan,Communications,Aandelen,1146009
Montage Technology Co Ltd,401.672,China,Technology,Aandelen,401672
Moody's Corp,18.873.133,Verenigde Staten,"Consumer, non-cyclical",Aandelen,18873133
Moody's Corp,34.558.612,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,34558612
Morgan Stanley,39.519.999,Verenigde Staten,Financial,Aandelen,39519999
Morgan Stanley,48.452.948,Verenigde Staten,Financial,Bedrijfsobligaties,48452948
Morgan Stanley Bank NA,8.430.628,Verenigde Staten,Financial,Bedrijfsobligaties,8430628
Motability Operations Group PLC,53.835.960,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,53835960
Motion Finco Sarl,6.234.013,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,6234013
Motorola Solutions Inc,16.221.657,Verenigde Staten,Communications,Aandelen,16221657
Motorola Solutions Inc,4.362.843,Verenigde Staten,Communications,Bedrijfsobligaties,4362843
Mowi ASA,1.011.329,Noorwegen,"Consumer, non-cyclical",Aandelen,1011329
Mphasis Ltd,2.098.323,India,Technology,Aandelen,2098323
MPT Operating Partnership LP / MPT Finance Corp,15.575.556,Verenigde Staten,Financial,Bedrijfsobligaties,15575556
MR DIY Group M Bhd,789.224,Maleisië,"Consumer, cyclical",Aandelen,789224
MS&AD Insurance Group Holdings Inc,6.716.913,Japan,Financial,Aandelen,6716913
MSD Netherlands Capital BV,6.665.336,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,6665336
MTN Group Ltd,8.060.654,Zuid-Africa,Communications,Aandelen,8060654
MTR Corp Ltd,1.361.846,Hongkong,Industrial,Aandelen,1361846
MTU Aero Engines AG,4.771.698,Duitsland,Industrial,Bedrijfsobligaties,4771698
MTU Aero Engines AG,2.661.146,Duitsland,Industrial,Aandelen,2661146
Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,29.040.846,Duitsland,Financial,Aandelen,29040846
Multiply Group PJSC,1.157.109,Verenigde Arabische Emiraten,Financial,Aandelen,1157109
Mundys SpA,34.716.831,Italië,"Consumer, non-cyclical",Bedrijfsobligaties,34716831
Murata Manufacturing Co Ltd,5.827.192,Japan,Industrial,Aandelen,5827192
Murphy Oil USA Inc,9.067.638,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,9067638
Nahdi Medical Co,838.977,Saoedi-Arabië,"Consumer, non-cyclical",Aandelen,838977
Nan Ya Plastics Corp,3.079.461,Taiwan,Basic materials,Aandelen,3079461
Nasdaq Inc,19.716.374,Verenigde Staten,Financial,Bedrijfsobligaties,19716374
Nasdaq Inc,8.959.749,Verenigde Staten,Financial,Aandelen,8959749
National Australia Bank Ltd,18.510.066,Australië,Financial,Aandelen,18510066
National Australia Bank Ltd/New York,3.581.752,Australië,Financial,Bedrijfsobligaties,3581752
National Bank of Canada,9.359.198,Canada,Financial,Aandelen,9359198
National Bank of Canada,2.266.037,Canada,Financial,Bedrijfsobligaties,2266037
National Bank of Greece SA,6.135.130,Griekenland,Financial,Aandelen,6135130
National Bank of Kuwait SAKP,15.597.279,Koeweit,Financial,Aandelen,15597279
National Grid Electricity Transmission PLC,6.363.265,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,6363265
National Grid North America Inc,9.394.994,Verenigde Staten,Utilities,Bedrijfsobligaties,9394994
National Grid PLC,29.583.117,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,29583117
National Grid PLC,7.964.670,Verenigd Koninkrijk,Utilities,Aandelen,7964670
Nationwide Building Society,39.047.506,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,39047506
Naturgy Finance BV,5.796.181,Spanje,Utilities,Bedrijfsobligaties,5796181
