Bedrijfsnaam Aflopend sorteren,Bedrag in €,Land,Sector,Type,Bedrag in € (num)
Richter Gedeon Nyrt,2.948.878,Hongarije,"Consumer, non-cyclical",Aandelen,2948878
Ritchie Bros Holdings Inc,12.718.792,Canada,"Consumer, cyclical",Bedrijfsobligaties,12718792
Rivian Automotive Inc,2.258.349,Verenigde Staten,"Consumer, cyclical",Aandelen,2258349
Robinhood Markets Inc,10.024.141,Verenigde Staten,Communications,Aandelen,10024141
ROBLOX Corp,5.899.922,Verenigde Staten,Technology,Aandelen,5899922
Roche Finance Europe BV,17.311.826,Zwitserland,"Consumer, non-cyclical",Bedrijfsobligaties,17311826
Roche Holding AG,76.864.773,Verenigde Staten,"Consumer, non-cyclical",Aandelen,76864773
Rockwell Automation Inc,7.900.530,Verenigde Staten,Industrial,Aandelen,7900530
ROCKWOOL A/S,293.437,Denemarken,Industrial,Aandelen,293437
Rogers Communications Inc,5.783.805,Canada,Communications,Bedrijfsobligaties,5783805
Rogers Communications Inc,2.716.474,Canada,Communications,Aandelen,2716474
Rollins Inc,2.969.628,Verenigde Staten,"Consumer, non-cyclical",Aandelen,2969628
Roper Technologies Inc,7.407.965,Verenigde Staten,Technology,Aandelen,7407965
Rossini Sarl,4.622.097,Italië,"Consumer, non-cyclical",Bedrijfsobligaties,4622097
Royal Bank of Canada,41.868.994,Canada,Financial,Bedrijfsobligaties,41868994
Royal Bank of Canada,45.072.080,Canada,Financial,Aandelen,45072080
Royal Bank of Canada/London,4.576.161,Canada,Financial,Bedrijfsobligaties,4576161
Royal Schiphol Group NV,20.466.888,Nederland,Industrial,Bedrijfsobligaties,20466888
RPM International Inc,2.648.999,Verenigde Staten,Basic materials,Aandelen,2648999
RTE Reseau de Transport d'Electricite SADIR,35.501.455,Frankrijk,Utilities,Bedrijfsobligaties,35501455
Rumo SA,1.927.302,Brazilië,Industrial,Aandelen,1927302
Ryanair Holdings PLC,2.751.710,Italië,"Consumer, cyclical",Aandelen,2751710
S&P Global Inc,47.863.117,Verenigde Staten,"Consumer, non-cyclical",Aandelen,47863117
Saab AB,2.442.960,Zweden,Industrial,Aandelen,2442960
Sage Group PLC/The,1.265.033,Verenigd Koninkrijk,Technology,Aandelen,1265033
Sage Group PLC/The,15.432.160,Verenigd Koninkrijk,Technology,Bedrijfsobligaties,15432160
Salesforce Inc,46.057.364,Verenigde Staten,Technology,Aandelen,46057364
Salik Co PJSC,1.033.281,Verenigde Arabische Emiraten,"Consumer, non-cyclical",Aandelen,1033281
Samhallsbyggnadsbolaget I Norden Holding AB,7.822.393,Zweden,Financial,Bedrijfsobligaties,7822393
Sampo Oyj,3.020.952,Finland,Financial,Aandelen,3020952
Samsara Inc,1.721.662,Verenigde Staten,Technology,Aandelen,1721662
Samsung Biologics Co Ltd,6.107.983,Zuid-Korea,"Consumer, non-cyclical",Aandelen,6107983
Samsung Electro-Mechanics Co Ltd,6.299.188,Zuid-Korea,Industrial,Aandelen,6299188
Samsung Electronics Co Ltd,132.277.095,Zuid-Korea,Technology,Aandelen,132277095
Samsung Fire & Marine Insurance Co Ltd,4.825.172,Zuid-Korea,Financial,Aandelen,4825172
Samsung Life Insurance Co Ltd,6.051.749,Zuid-Korea,Financial,Aandelen,6051749
Samsung SDS Co Ltd,1.604.453,Zuid-Korea,Technology,Aandelen,1604453
Samvardhana Motherson International Ltd,2.505.286,India,"Consumer, cyclical",Aandelen,2505286
Samyang Foods Co Ltd,1.660.502,Zuid-Korea,"Consumer, non-cyclical",Aandelen,1660502
Sandoz Finance BV,8.568.562,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,8568562
Sandoz Group AG,3.779.420,Zwitserland,"Consumer, non-cyclical",Aandelen,3779420
Sandvik AB,4.707.417,Zweden,Industrial,Aandelen,4707417
Sandvik AB,8.619.167,Zweden,Industrial,Bedrijfsobligaties,8619167
Sanlam Ltd,5.216.650,Zuid-Africa,Financial,Aandelen,5216650
Sanofi SA,56.705.959,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,56705959
Sanofi SA,37.690.458,Verenigde Staten,"Consumer, non-cyclical",Aandelen,37690458
Sanrio Co Ltd,1.340.832,Japan,"Consumer, cyclical",Aandelen,1340832
Santander Bank Polska SA,3.116.346,Polen,Financial,Aandelen,3116346
Santander UK Group Holdings PLC,8.440.303,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,8440303
Sany Heavy Industry Co Ltd,645.202,China,Industrial,Aandelen,645202
SAP SE,45.524.016,Duitsland,Technology,Aandelen,45524016
SAP SE,1.986.528,Duitsland,Technology,Bedrijfsobligaties,1986528
Saputo Inc,1.483.659,Canada,"Consumer, non-cyclical",Aandelen,1483659
Sartorius AG,739.743,Duitsland,Industrial,Aandelen,739743
Sartorius Finance BV,49.425.795,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,49425795
Sartorius Stedim Biotech,651.836,Frankrijk,"Consumer, non-cyclical",Aandelen,651836
Satellite Chemical Co Ltd,571.162,China,Basic materials,Aandelen,571162
Saudi Arabian Mining Co,12.888.737,Saoedi-Arabië,Basic materials,Aandelen,12888737
Saudi Awwal Bank,5.811.683,Saoedi-Arabië,Financial,Aandelen,5811683
SBA Communications Corp,5.788.452,Verenigde Staten,Financial,Bedrijfsobligaties,5788452
SBI Cards & Payment Services Ltd,1.068.147,India,Financial,Aandelen,1068147
SBI Holdings Inc,2.458.828,Japan,Financial,Aandelen,2458828
SBI Life Insurance Co Ltd,4.558.722,India,Financial,Aandelen,4558722
SCB X PCL,1.581.790,Thailand,Financial,Aandelen,1581790
Scentre Group Trust 1 / Scentre Group Trust 2,13.594.940,Australië,Financial,Bedrijfsobligaties,13594940
Scentre Management Ltd,7.418.841,Australië,Financial,Bedrijfsobligaties,7418841
Schaeffler AG,49.132.255,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,49132255
Schindler Holding AG,2.386.977,Zwitserland,Industrial,Aandelen,2386977
Schneider Electric SE,50.788.950,Verenigde Staten,Industrial,Aandelen,50788950
Schneider Electric SE,43.543.479,Verenigde Staten,Industrial,Bedrijfsobligaties,43543479
Schroders PLC,634.015,Verenigd Koninkrijk,Financial,Aandelen,634015
Scottish Hydro Electric Transmission PLC,25.122.625,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,25122625
Scotts Miracle-Gro Co/The,6.419.556,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,6419556
Scout24 SE,654.654,Duitsland,Communications,Aandelen,654654
SCREEN Holdings Co Ltd,2.243.492,Japan,Industrial,Aandelen,2243492
Scripps Escrow II Inc,1.012.331,Verenigde Staten,Communications,Bedrijfsobligaties,1012331
Sealed Air Corp,2.582.459,Verenigde Staten,Industrial,Bedrijfsobligaties,2582459
Sealed Air Corp/Sealed Air Corp US,3.357.793,Verenigde Staten,Industrial,Bedrijfsobligaties,3357793
Seche Environnement SACA,4.182.328,Frankrijk,Industrial,Bedrijfsobligaties,4182328
Secom Co Ltd,3.964.651,Japan,"Consumer, non-cyclical",Aandelen,3964651
Securitas AB,942.618,Zweden,"Consumer, non-cyclical",Aandelen,942618
Sekisui Chemical Co Ltd,1.520.074,Japan,"Consumer, cyclical",Aandelen,1520074
Sekisui House Ltd,3.253.009,Japan,"Consumer, cyclical",Aandelen,3253009
Select Medical Corp,7.307.443,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,7307443
Sembcorp Industries Ltd,1.152.947,Singapore,Utilities,Aandelen,1152947
Sempra,12.338.954,Verenigde Staten,Utilities,Aandelen,12338954
Sensata Technologies BV,3.000.880,Verenigde Staten,Industrial,Bedrijfsobligaties,3000880
Sensata Technologies Inc,3.078.777,Verenigde Staten,Industrial,Bedrijfsobligaties,3078777
Service Corp International/US,16.174.447,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,16174447
ServiceNow Inc,28.844.802,Verenigde Staten,Technology,Aandelen,28844802
SES Financing Sarl,845.753,Luxemburg,Communications,Bedrijfsobligaties,845753
SES SA,18.232.080,Luxemburg,Communications,Bedrijfsobligaties,18232080
Seven & i Holdings Co Ltd,7.308.732,Japan,"Consumer, non-cyclical",Aandelen,7308732
Severn Trent PLC,1.283.639,Verenigd Koninkrijk,Utilities,Aandelen,1283639
Severn Trent Utilities Finance PLC,14.646.967,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,14646967
SF Holding Co Ltd,1.044.712,China,Industrial,Aandelen,1044712
SG Micro Corp,269.512,China,Technology,Aandelen,269512
SGS Finance BV,12.253.026,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,12253026
SGS SA,16.410.241,Zwitserland,"Consumer, non-cyclical",Aandelen,16410241
Shandong Nanshan Aluminum Co Ltd,513.911,China,Basic materials,Aandelen,513911
Shandong Weigao Group Medical Polymer Co Ltd,851.331,China,"Consumer, non-cyclical",Aandelen,851331
Shanghai Commercial & Savings Bank Ltd/The,2.648.431,Taiwan,Financial,Aandelen,2648431
Shenzhen Inovance Technology Co Ltd,531.983,China,Industrial,Aandelen,531983
Shenzhen Mindray Bio-Medical Electronics Co Ltd,1.195.699,China,"Consumer, non-cyclical",Aandelen,1195699
Shenzhen New Industries Biomedical Engineering Co Ltd,213.427,China,"Consumer, non-cyclical",Aandelen,213427
Shenzhen Salubris Pharmaceuticals Co Ltd,597.290,China,"Consumer, non-cyclical",Aandelen,597290
Shenzhen Transsion Holdings Co Ltd,260.459,China,Communications,Aandelen,260459
Shenzhou International Group Holdings Ltd,2.672.107,China,"Consumer, cyclical",Aandelen,2672107
Sherwin-Williams Co/The,28.567.676,Verenigde Staten,Basic materials,Aandelen,28567676
Shimadzu Corp,1.364.481,Japan,Industrial,Aandelen,1364481
Shimano Inc,1.918.141,Japan,"Consumer, cyclical",Aandelen,1918141
Shin-Etsu Chemical Co Ltd,17.595.205,Japan,Basic materials,Aandelen,17595205
Shinhan Financial Group Co Ltd,13.721.121,Zuid-Korea,Financial,Aandelen,13721121
Shionogi & Co Ltd,4.104.810,Japan,"Consumer, non-cyclical",Aandelen,4104810
Shiseido Co Ltd,1.961.299,Japan,"Consumer, non-cyclical",Aandelen,1961299
Shopify Inc,28.704.909,Canada,Communications,Aandelen,28704909
Shoprite Holdings Ltd,4.322.283,Zuid-Africa,"Consumer, non-cyclical",Aandelen,4322283
Shriram Finance Ltd,7.108.251,India,Financial,Aandelen,7108251
Siam Cement PCL/The,3.255.926,Thailand,Diversified,Aandelen,3255926
Sichuan Kelun Pharmaceutical Co Ltd,379.166,China,"Consumer, non-cyclical",Aandelen,379166
Sichuan Kelun-Biotech Biopharmaceutical Co Ltd,1.527.647,China,"Consumer, non-cyclical",Aandelen,1527647
Siemens AG,48.288.486,Duitsland,Industrial,Aandelen,48288486
Siemens Energy AG,31.208.228,Duitsland,Industrial,Aandelen,31208228
Siemens Financieringsmaatschappij NV,60.352.850,Duitsland,Industrial,Bedrijfsobligaties,60352850
Siemens Healthineers AG,11.160.326,Duitsland,"Consumer, non-cyclical",Aandelen,11160326
Siemens Ltd,1.733.316,India,Industrial,Aandelen,1733316
SIG PLC,4.060.972,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,4060972
Sigma Healthcare Ltd,2.087.854,Australië,"Consumer, non-cyclical",Aandelen,2087854
Sika AG,2.900.214,Zwitserland,Industrial,Aandelen,2900214
Sika Capital BV,49.245.774,Nederland,Industrial,Bedrijfsobligaties,49245774
Silfin NV,5.020.409,België,Basic materials,Bedrijfsobligaties,5020409
Silgan Holdings Inc,17.604.663,Verenigde Staten,Industrial,Bedrijfsobligaties,17604663
Simmons Foods Inc/Simmons Prepared Foods Inc/Simmons Pet Food Inc/Simmons Feed,4.788.432,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4788432
Sinclair Television Group Inc,2.317.360,Verenigde Staten,Communications,Bedrijfsobligaties,2317360
Singapore Airlines Ltd,1.968.234,Singapore,"Consumer, cyclical",Aandelen,1968234
Singapore Exchange Ltd,3.218.535,Singapore,Financial,Aandelen,3218535
Singapore Technologies Engineering Ltd,3.275.361,Singapore,Industrial,Aandelen,3275361
Singapore Telecommunications Ltd,7.065.214,Singapore,Communications,Aandelen,7065214
Sino Biopharmaceutical Ltd,4.404.704,China,"Consumer, non-cyclical",Aandelen,4404704
SinoPac Financial Holdings Co Ltd,6.395.129,Taiwan,Financial,Aandelen,6395129
Sirius XM Radio LLC,13.628.295,Verenigde Staten,Communications,Bedrijfsobligaties,13628295
Six Flags Entertainment Corp,3.575.116,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3575116
Six Flags Entertainment Corp /Six Flags Theme Parks Inc/ Canada's Wonderland Co,4.938.268,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,4938268
SK Hynix Inc,108.195.710,Zuid-Korea,Technology,Aandelen,108195710
SK Invictus Intermediate II Sarl,3.458.436,Verenigde Staten,Basic materials,Bedrijfsobligaties,3458436
SK Square Co Ltd,15.731.980,Zuid-Korea,Financial,Aandelen,15731980
SK Telecom Co Ltd,2.926.052,Zuid-Korea,Communications,Aandelen,2926052
Skandinaviska Enskilda Banken AB,12.713.747,Zweden,Financial,Bedrijfsobligaties,12713747
Skandinaviska Enskilda Banken AB,3.377.574,Zweden,Financial,Aandelen,3377574
Skanska AB,1.082.142,Zweden,Industrial,Aandelen,1082142
SKF AB,927.427,Zweden,Industrial,Aandelen,927427
SMC Corp,5.356.515,Japan,Industrial,Aandelen,5356515
Smith & Nephew PLC,1.516.100,Verenigd Koninkrijk,"Consumer, non-cyclical",Aandelen,1516100
Smiths Group PLC,1.176.586,Verenigd Koninkrijk,Industrial,Aandelen,1176586
Smurfit Kappa Treasury ULC,5.988.082,Ierland,Industrial,Bedrijfsobligaties,5988082
Snam SpA,1.775.295,Italië,Utilities,Aandelen,1775295
Snam SpA,15.211.260,Italië,Utilities,Bedrijfsobligaties,15211260
Snap Inc,976.364,Verenigde Staten,Communications,Aandelen,976364
Snap-on Inc,3.741.588,Verenigde Staten,Industrial,Aandelen,3741588
Snowflake Inc,9.324.608,Verenigde Staten,Technology,Aandelen,9324608
Sociedad Quimica y Minera de Chile SA,6.217.846,Chili,Basic materials,Aandelen,6217846
Societe Generale SA,6.026.479,Frankrijk,Financial,Aandelen,6026479
Societe Generale SA,21.404.776,Frankrijk,Financial,Bedrijfsobligaties,21404776
Sodexo SA,4.811.654,Frankrijk,"Consumer, cyclical",Bedrijfsobligaties,4811654
SoftBank Corp,9.412.830,Japan,Communications,Aandelen,9412830
SoftBank Group Corp,21.197.713,Japan,Communications,Aandelen,21197713
Solvay SA,15.572.912,België,Basic materials,Bedrijfsobligaties,15572912
Solventum Corp,1.831.653,Verenigde Staten,"Consumer, non-cyclical",Aandelen,1831653
Somnigroup International Inc,1.407.992,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1407992
Sompo Holdings Inc,8.337.268,Japan,Financial,Aandelen,8337268
Sonic Automotive Inc,1.699.627,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1699627
Sonic Healthcare Ltd,1.590.828,Australië,"Consumer, non-cyclical",Aandelen,1590828
Sonova Holding AG,1.316.230,Zwitserland,"Consumer, non-cyclical",Aandelen,1316230
Sony Financial Group Inc,1.350.492,Japan,Financial,Aandelen,1350492
Sony Group Corp,30.788.655,Japan,"Consumer, cyclical",Aandelen,30788655
Sotera Health Holdings LLC,3.497.040,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,3497040
Southern Copper Corp,9.276.785,Peru,Basic materials,Aandelen,9276785
SpareBank 1 Sor-Norge ASA,5.559.370,Noorwegen,Financial,Bedrijfsobligaties,5559370
SPIE SA,9.743.977,Frankrijk,Industrial,Bedrijfsobligaties,9743977
Spirax Group PLC,6.579.959,Verenigd Koninkrijk,Industrial,Aandelen,6579959
Spotify Technology SA,8.756.325,Verenigde Staten,Communications,Aandelen,8756325
Sprint Capital Corp,1.174.995,Verenigde Staten,Communications,Bedrijfsobligaties,1174995
SSE PLC,4.455.280,Verenigd Koninkrijk,Utilities,Aandelen,4455280
SSE PLC,1.508.267,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,1508267
Standard Bank Group Ltd,13.197.271,Zuid-Africa,Financial,Aandelen,13197271
Standard Chartered PLC,4.880.710,Verenigd Koninkrijk,Financial,Aandelen,4880710
Standard Chartered PLC,17.847.785,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,17847785
Standard Life PLC,725.662,Verenigd Koninkrijk,Financial,Aandelen,725662
Stantec Inc,5.850.254,Canada,Industrial,Aandelen,5850254
Star Parent Inc,727.110,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,727110
Starbucks Corp,20.133.257,Verenigde Staten,"Consumer, cyclical",Aandelen,20133257
Starwood Property Trust Inc,3.010.214,Verenigde Staten,Financial,Bedrijfsobligaties,3010214
State Bank of India,10.584.226,India,Financial,Aandelen,10584226
State Street Corp,7.170.269,Verenigde Staten,Financial,Aandelen,7170269
Statkraft AS,6.039.236,Noorwegen,Utilities,Bedrijfsobligaties,6039236
Stedin Holding NV,9.698.081,Nederland,Utilities,Bedrijfsobligaties,9698081
Steel Dynamics Inc,5.060.371,Verenigde Staten,Basic materials,Aandelen,5060371
Stellantis NV,23.148.819,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,23148819
Stellantis NV,1.641.074,Verenigde Staten,"Consumer, cyclical",Aandelen,1641074
Stena International SA,5.833.645,Zweden,Diversified,Bedrijfsobligaties,5833645
StepStone Group Inc,5.409.606,Verenigde Staten,Financial,Aandelen,5409606
STERIS PLC,13.685.226,Verenigde Staten,"Consumer, non-cyclical",Aandelen,13685226
STMicroelectronics NV,2.626.082,Singapore,Technology,Aandelen,2626082
StoneCo Ltd,1.541.656,Brazilië,"Consumer, non-cyclical",Aandelen,1541656
Stora Enso OYJ,785.503,Finland,Industrial,Aandelen,785503
Straumann Holding AG,1.327.978,Zwitserland,"Consumer, non-cyclical",Aandelen,1327978
Stryker Corp,22.142.038,Verenigde Staten,"Consumer, non-cyclical",Aandelen,22142038
Stryker Corp,27.404.567,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,27404567
Subaru Corp,2.277.514,Japan,"Consumer, cyclical",Aandelen,2277514
Suburban Propane Partners LP/Suburban Energy Finance Corp,2.659.386,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,2659386
Sudzucker International Finance BV,1.306.557,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,1306557
Sumitomo Electric Industries Ltd,9.321.601,Japan,"Consumer, cyclical",Aandelen,9321601
Sumitomo Metal Mining Co Ltd,3.449.181,Japan,Basic materials,Aandelen,3449181
Sumitomo Mitsui Banking Corp,2.504.000,Japan,Financial,Bedrijfsobligaties,2504000
Sumitomo Mitsui Financial Group Inc,10.074.624,Japan,Financial,Bedrijfsobligaties,10074624
Sumitomo Mitsui Financial Group Inc,28.822.867,Japan,Financial,Aandelen,28822867
Sumitomo Mitsui Trust Group Inc,4.875.164,Japan,Financial,Aandelen,4875164
Summer BC Holdco B SARL,2.797.708,Luxemburg,Communications,Bedrijfsobligaties,2797708
Sun Life Financial Inc,6.967.230,Canada,Financial,Aandelen,6967230
Sun Pharmaceutical Industries Ltd,9.999.192,India,"Consumer, non-cyclical",Aandelen,9999192
Sunbelt Rentals Holdings Inc,3.192.509,Verenigde Staten,"Consumer, non-cyclical",Aandelen,3192509
SunCoke Energy Inc,1.865.296,Verenigde Staten,Energy,Bedrijfsobligaties,1865296
Suncorp Group Ltd,2.987.323,Australië,Financial,Aandelen,2987323
Sundaram Finance Ltd,1.581.566,India,Financial,Aandelen,1581566
Sungrow Power Supply Co Ltd,1.863.748,China,Energy,Aandelen,1863748
Sunny Optical Technology Group Co Ltd,1.877.421,China,Industrial,Aandelen,1877421
Sunrise FinCo I BV,14.428.597,Nederland,Communications,Bedrijfsobligaties,14428597
Suntory Beverage & Food Ltd,986.485,Japan,"Consumer, non-cyclical",Aandelen,986485
Sunway Bhd,1.561.434,Maleisië,Financial,Aandelen,1561434
SUPCON Technology Co Ltd,299.244,China,Industrial,Aandelen,299244
Supreme Industries Ltd,1.737.860,India,Basic materials,Aandelen,1737860
Suzano SA,3.802.337,Brazilië,Basic materials,Aandelen,3802337
Suzhou Dongshan Precision Manufacturing Co Ltd,1.007.090,China,Industrial,Aandelen,1007090
Suzlon Energy Ltd,2.155.923,India,Industrial,Aandelen,2155923
Suzuki Motor Corp,4.616.527,Japan,"Consumer, cyclical",Aandelen,4616527
Svenska Cellulosa AB SCA,808.892,Zweden,Industrial,Aandelen,808892
Svenska Handelsbanken AB,49.134.650,Zweden,Financial,Bedrijfsobligaties,49134650
Svenska Handelsbanken AB,2.217.123,Zweden,Financial,Aandelen,2217123
Swatch Group AG/The,729.905,Zwitserland,"Consumer, cyclical",Aandelen,729905
Swedbank AB,3.344.598,Zweden,Financial,Aandelen,3344598
Swedish Orphan Biovitrum AB,939.788,Zweden,"Consumer, non-cyclical",Aandelen,939788
Swiggy Ltd,1.422.958,India,Communications,Aandelen,1422958
Swiss Life Finance I Ltd,24.846.013,Zwitserland,Financial,Bedrijfsobligaties,24846013
Swiss Life Holding AG,3.638.166,Zwitserland,Financial,Aandelen,3638166
Swiss Re AG,5.839.589,Verenigde Staten,Financial,Aandelen,5839589
Swisscom AG,2.530.112,Zwitserland,Communications,Aandelen,2530112
Swisscom Finance BV,66.043.437,Zwitserland,Communications,Bedrijfsobligaties,66043437
Sydney Airport Finance Co Pty Ltd,30.987.938,Australië,Industrial,Bedrijfsobligaties,30987938
Syensqo SA,485.547,België,Basic materials,Aandelen,485547
Syensqo SA,12.022.972,België,Basic materials,Bedrijfsobligaties,12022972
Symrise AG,1.306.309,Duitsland,Basic materials,Aandelen,1306309
Symrise AG,8.033.045,Duitsland,Basic materials,Bedrijfsobligaties,8033045
Synchrony Financial,5.190.761,Verenigde Staten,Financial,Aandelen,5190761
Synopsys Inc,14.489.310,Verenigde Staten,Technology,Aandelen,14489310
Synthomer PLC,5.858.221,Verenigd Koninkrijk,Basic materials,Bedrijfsobligaties,5858221
Sysco Corp,6.845.748,Verenigde Staten,"Consumer, non-cyclical",Aandelen,6845748
Sysmex Corp,1.061.631,Japan,"Consumer, non-cyclical",Aandelen,1061631
T Rowe Price Group Inc,3.899.912,Verenigde Staten,Financial,Aandelen,3899912
T-Mobile US Inc,39.435.220,Verenigde Staten,Communications,Aandelen,39435220
T&D Holdings Inc,3.068.917,Japan,Financial,Aandelen,3068917
TAG Immobilien AG,3.830.791,Duitsland,Financial,Bedrijfsobligaties,3830791
Taisei Corp,3.888.862,Japan,Industrial,Aandelen,3888862
Taiwan Business Bank,2.179.254,Taiwan,Financial,Aandelen,2179254
Taiwan Cooperative Financial Holding Co Ltd,4.355.251,Taiwan,Financial,Aandelen,4355251
Taiwan High Speed Rail Corp,1.073.004,Taiwan,Industrial,Aandelen,1073004
Taiwan Mobile Co Ltd,4.095.358,Taiwan,Communications,Aandelen,4095358
Taiwan Semiconductor Manufacturing Co Ltd,99.429.225,Taiwan,Technology,Aandelen,99429225
Takeda Pharmaceutical Co Ltd,14.037.676,Japan,"Consumer, non-cyclical",Aandelen,14037676
Takeda Pharmaceutical Co Ltd,39.921.563,Japan,"Consumer, non-cyclical",Bedrijfsobligaties,39921563
TAL Education Group,2.790.693,China,"Consumer, non-cyclical",Aandelen,2790693
Talanx AG,5.058.046,Duitsland,Financial,Bedrijfsobligaties,5058046
Talanx AG,904.253,Duitsland,Financial,Aandelen,904253
Target Corp,10.745.692,Verenigde Staten,"Consumer, cyclical",Aandelen,10745692
Tata Consultancy Services Ltd,9.484.969,India,Technology,Aandelen,9484969
Tata Consumer Products Ltd,3.494.010,India,"Consumer, non-cyclical",Aandelen,3494010
Tata Motors Passenger Vehicles Limited,3.830.321,India,"Consumer, cyclical",Aandelen,3830321
TE Connectivity PLC,12.245.140,Zwitserland,Industrial,Aandelen,12245140
Tech Mahindra Ltd,3.385.475,India,Technology,Aandelen,3385475
Techem Verwaltungsgesellschaft 675 mbH,3.125.870,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,3125870
Techtronic Industries Co Ltd,4.746.997,Hongkong,Industrial,Aandelen,4746997
Teco Electric and Machinery Co Ltd,1.353.573,Taiwan,Industrial,Aandelen,1353573
Tele2 AB,5.902.991,Zweden,Communications,Bedrijfsobligaties,5902991
Tele2 AB,1.303.745,Zweden,Communications,Aandelen,1303745
Telecom Italia Capital SA,2.450.837,Italië,Communications,Bedrijfsobligaties,2450837
Telecom Italia Finance SA,8.994.836,Italië,Communications,Bedrijfsobligaties,8994836
Telecom Italia SpA/Milano,871.828,Italië,Communications,Aandelen,871828
Telecom Italia SpA/Milano,23.917.362,Italië,Communications,Bedrijfsobligaties,23917362
Teledyne Technologies Inc,5.529.210,Verenigde Staten,Industrial,Aandelen,5529210
Teleflex Inc,10.217.817,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,10217817
Telefonaktiebolaget LM Ericsson,3.647.698,Zweden,Communications,Aandelen,3647698
Telefonica Brasil SA,3.675.457,Brazilië,Communications,Aandelen,3675457
Telefonica Emisiones SAU,37.543.363,Spanje,Communications,Bedrijfsobligaties,37543363
Telefonica Europe BV,56.168.604,Spanje,Communications,Bedrijfsobligaties,56168604
Telefonica SA,1.878.810,Spanje,Communications,Aandelen,1878810
Telenet Finance Luxembourg Notes Sarl,6.477.774,België,Communications,Bedrijfsobligaties,6477774
Telenor ASA,24.032.316,Noorwegen,Communications,Bedrijfsobligaties,24032316
Telenor ASA,1.255.042,Noorwegen,Communications,Aandelen,1255042
Teleperformance SE,13.392.541,Frankrijk,Technology,Bedrijfsobligaties,13392541
Telia Co AB,14.631.655,Zweden,Communications,Bedrijfsobligaties,14631655
Telia Co AB,1.405.925,Zweden,Communications,Aandelen,1405925
Telkom Indonesia Persero Tbk PT,5.075.058,Indonesië,Communications,Aandelen,5075058
Telstra Group Ltd,3.653.333,Australië,Communications,Aandelen,3653333
Telstra Group Ltd,7.605.830,Australië,Communications,Bedrijfsobligaties,7605830
TELUS Corp,1.166.473,Canada,Communications,Aandelen,1166473
TELUS Corp,3.187.600,Canada,Communications,Bedrijfsobligaties,3187600
Tencent Holdings Ltd,63.195.661,China,Communications,Aandelen,63195661
Tencent Music Entertainment Group,2.916.193,China,Communications,Aandelen,2916193
Tenet Healthcare Corp,22.402.198,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,22402198
Tenneco Inc,3.057.915,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3057915
TenneT Holding BV,26.162.032,Nederland,Utilities,Bedrijfsobligaties,26162032
Tennet Netherlands BV,43.602.372,Nederland,Utilities,Bedrijfsobligaties,43602372
Teollisuuden Voima Oyj,13.146.411,Finland,Utilities,Bedrijfsobligaties,13146411
Teradyne Inc,9.396.305,Verenigde Staten,Technology,Aandelen,9396305
Terega SA,6.306.007,Frankrijk,Utilities,Bedrijfsobligaties,6306007
Terex Corp,3.251.513,Verenigde Staten,Industrial,Bedrijfsobligaties,3251513
Terna - Rete Elettrica Nazionale,1.864.266,Italië,Utilities,Aandelen,1864266
Terna - Rete Elettrica Nazionale,42.668.254,Italië,Utilities,Bedrijfsobligaties,42668254
TerraForm Power Operating LLC,4.048.628,Verenigde Staten,Energy,Bedrijfsobligaties,4048628
Terumo Corp,4.399.920,Japan,"Consumer, non-cyclical",Aandelen,4399920
Tesco Corporate Treasury Services PLC,70.380.264,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,70380264
Tesco PLC,4.954.446,Verenigd Koninkrijk,"Consumer, non-cyclical",Aandelen,4954446
