Bedrijfsnaam Aflopend sorteren,Bedrag in €,Land,Sector,Type,Bedrag in € (num)
Beiersdorf AG,1.248.286,Duitsland,"Consumer, non-cyclical",Aandelen,1248286
Beijer Ref AB,708.800,Zweden,Industrial,Aandelen,708800
Beijing Kingsoft Office Software Inc,761.235,China,Technology,Aandelen,761235
Beijing Roborock Technology Co Ltd,266.648,China,"Consumer, cyclical",Aandelen,266648
Belden Inc,7.733.916,Verenigde Staten,Industrial,Bedrijfsobligaties,7733916
Belfius Bank SA,24.409.340,België,Financial,Bedrijfsobligaties,24409340
Bell Telephone Co of Canada or Bell Canada,1.209.219,Canada,Communications,Bedrijfsobligaties,1209219
Bellis Acquisition Co PLC,2.900.530,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,2900530
BellRing Brands Inc,3.973.015,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,3973015
Belron UK Finance PLC,32.480.969,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,32480969
Benteler International AG,1.120.448,Oostenrijk,Diversified,Bedrijfsobligaties,1120448
Bentley Systems Inc,1.147.403,Verenigde Staten,Technology,Aandelen,1147403
Best Buy Co Inc,2.514.270,Verenigde Staten,"Consumer, cyclical",Aandelen,2514270
Bharti Airtel Ltd,35.366.487,India,Communications,Aandelen,35366487
Bidvest Group Ltd,3.138.286,Zuid-Africa,"Consumer, non-cyclical",Aandelen,3138286
Biffa Group Holdings Ltd,2.809.139,Verenigd Koninkrijk,Industrial,Bedrijfsobligaties,2809139
BIM Birlesik Magazalar AS,3.197.272,Turkije,"Consumer, non-cyclical",Aandelen,3197272
BioMerieux,613.820,Frankrijk,"Consumer, non-cyclical",Aandelen,613820
BKW AG,516.511,Zwitserland,Utilities,Aandelen,516511
Blackrock Inc,10.683.498,Verenigde Staten,Financial,Bedrijfsobligaties,10683498
Blackrock Inc,30.381.817,Verenigde Staten,Financial,Aandelen,30381817
Blackstone Mortgage Trust Inc,2.056.362,Verenigde Staten,Financial,Bedrijfsobligaties,2056362
BMW Finance NV,13.809.981,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,13809981
BMW International Investment BV,27.131.840,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,27131840
BMW US Capital LLC,8.508.313,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,8508313
BNG Bank NV,205.307,Nederland,Financial,Bedrijfsobligaties,205307
BNP Paribas SA,26.960.195,Frankrijk,Financial,Bedrijfsobligaties,26960195
BNP Paribas SA,11.044.639,Frankrijk,Financial,Aandelen,11044639
BOC Hong Kong Holdings Ltd,4.657.281,China,Financial,Aandelen,4657281
Boliden AB,1.816.738,Zweden,Basic materials,Aandelen,1816738
Bollore SE,442.817,Frankrijk,Energy,Aandelen,442817
Bombardier Inc,5.480.009,Canada,Industrial,Bedrijfsobligaties,5480009
Boots Group Finco LP,6.585.658,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,6585658
Booz Allen Hamilton Holding Corp,2.007.200,Verenigde Staten,"Consumer, non-cyclical",Aandelen,2007200
BorgWarner Inc,10.887.379,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,10887379
Bosch Ltd,1.678.425,India,"Consumer, cyclical",Aandelen,1678425
Boston Scientific Corp,52.735.301,Verenigde Staten,"Consumer, non-cyclical",Aandelen,52735301
Boubyan Bank KSCP,1.931.324,Koeweit,Financial,Aandelen,1931324
Bouygues SA,1.128.796,Frankrijk,Industrial,Aandelen,1128796
Bouygues SA,21.498.243,Frankrijk,Industrial,Bedrijfsobligaties,21498243
BPCE SA,24.986.333,Frankrijk,Financial,Bedrijfsobligaties,24986333
BPER Banca SPA,1.534.599,Italië,Financial,Aandelen,1534599
Brambles Finance PLC,34.549.299,Australië,Industrial,Bedrijfsobligaties,34549299
Brambles Ltd,5.072.228,Australië,"Consumer, non-cyclical",Aandelen,5072228
Brambles USA Inc,1.756.581,Australië,Industrial,Bedrijfsobligaties,1756581
Brenntag SE,817.046,Duitsland,Basic materials,Aandelen,817046
Bridgestone Corp,6.165.611,Japan,"Consumer, cyclical",Aandelen,6165611
Brink's Co/The,4.871.703,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4871703
Brisbane Airport Corp Pty Ltd,3.101.602,Australië,Industrial,Bedrijfsobligaties,3101602
Bristol-Myers Squibb Co,21.295.932,Verenigde Staten,"Consumer, non-cyclical",Aandelen,21295932
Britannia Industries Ltd,4.431.085,India,"Consumer, non-cyclical",Aandelen,4431085
British Telecommunications PLC,35.858.772,Verenigd Koninkrijk,Communications,Bedrijfsobligaties,35858772
Broadcom Inc,369.465.765,Verenigde Staten,Technology,Aandelen,369465765
Broadridge Financial Solutions Inc,5.068.996,Verenigde Staten,Technology,Aandelen,5068996
Brookfield Renewable Corp,10.357.106,Canada,Utilities,Aandelen,10357106
Brown & Brown Inc,3.633.850,Verenigde Staten,Financial,Aandelen,3633850
Brown-Forman Corp,888.674,Verenigde Staten,"Consumer, non-cyclical",Aandelen,888674
Brundage-Bone Concrete Pumping Holdings Inc,7.292.396,Verenigde Staten,Industrial,Bedrijfsobligaties,7292396
BT Finance PLC,2.383.974,Verenigd Koninkrijk,Communications,Bedrijfsobligaties,2383974
BT Group PLC,1.691.603,Verenigd Koninkrijk,Communications,Aandelen,1691603
Budimex SA,830.179,Polen,Industrial,Aandelen,830179
Builders FirstSource Inc,12.285.272,Verenigde Staten,Industrial,Bedrijfsobligaties,12285272
Bumrungrad Hospital PCL,1.923.944,Thailand,"Consumer, non-cyclical",Aandelen,1923944
Bunge Finance Europe BV,6.398.093,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,6398093
Bunzl Finance PLC,7.068.747,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,7068747
Bupa Arabia for Cooperative Insurance Co,1.619.149,Saoedi-Arabië,Financial,Aandelen,1619149
BUPA Finance PLC,21.233.093,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,21233093
Bureau Veritas SA,13.050.232,Frankrijk,"Consumer, non-cyclical",Aandelen,13050232
BYD Co Ltd,28.407.670,China,"Consumer, cyclical",Aandelen,28407670
Cable One Inc,3.138.654,Verenigde Staten,Communications,Bedrijfsobligaties,3138654
Cablevision Lightpath LLC,4.056.608,Verenigde Staten,Communications,Bedrijfsobligaties,4056608
CACI International Inc,3.975.311,Verenigde Staten,Technology,Bedrijfsobligaties,3975311
Cadence Design Systems Inc,26.938.650,Verenigde Staten,Technology,Aandelen,26938650
Cadent Finance PLC,7.160.808,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,7160808
CAE Inc,1.763.638,Canada,Industrial,Aandelen,1763638
Caixa Geral de Depositos SA,10.669.242,Portugal,Financial,Bedrijfsobligaties,10669242
CaixaBank SA,5.536.706,Spanje,Financial,Aandelen,5536706
CaixaBank SA,6.442.763,Spanje,Financial,Bedrijfsobligaties,6442763
California Buyer Ltd / Atlantica Sustainable Infrastructure PLC,3.723.173,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,3723173
Caliway Biopharmaceuticals Co Ltd,2.978.039,Taiwan,"Consumer, non-cyclical",Aandelen,2978039
Canadian Imperial Bank of Commerce,16.638.793,Canada,Financial,Aandelen,16638793
Canadian Imperial Bank of Commerce,1.662.588,Canada,Financial,Bedrijfsobligaties,1662588
Canadian National Railway Co,10.104.728,Canada,Industrial,Aandelen,10104728
Canadian Pacific Kansas City Ltd,26.622.913,Canada,Industrial,Aandelen,26622913
Canadian Utilities Ltd,756.103,Canada,Utilities,Aandelen,756103
Canara Bank,1.980.535,India,Financial,Aandelen,1980535
Canon Inc,6.639.095,Japan,Technology,Aandelen,6639095
Capcom Co Ltd,1.971.379,Japan,Technology,Aandelen,1971379
Capgemini SE,3.110.439,Frankrijk,Technology,Aandelen,3110439
Capgemini SE,32.224.851,Frankrijk,Technology,Bedrijfsobligaties,32224851
Capital One Financial Corp,29.826.510,Verenigde Staten,Financial,Aandelen,29826510
Capitec Bank Holdings Ltd,12.263.289,Zuid-Africa,Financial,Aandelen,12263289
Capstone Borrower Inc,6.094.079,Verenigde Staten,Technology,Bedrijfsobligaties,6094079
CAR Group Ltd,1.871.588,Australië,Communications,Aandelen,1871588
Cardinal Health Inc,9.475.624,Verenigde Staten,"Consumer, non-cyclical",Aandelen,9475624
Cargill Inc,5.935.845,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,5935845
Carl Zeiss Meditec AG,4.132.080,Duitsland,"Consumer, non-cyclical",Aandelen,4132080
Carlsberg AS,1.434.902,Denemarken,"Consumer, non-cyclical",Aandelen,1434902
Carlsberg Breweries A/S,55.805.805,Denemarken,"Consumer, non-cyclical",Bedrijfsobligaties,55805805
Carnival Corp,10.044.018,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,10044018
Carnival PLC,16.950.411,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,16950411
Carpenter Technology Corp,2.306.312,Verenigde Staten,Basic materials,Bedrijfsobligaties,2306312
Carrefour SA,12.879.025,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,12879025
Carrefour SA,1.020.448,Frankrijk,"Consumer, non-cyclical",Aandelen,1020448
Carriage Services Inc,823.594,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,823594
Carrier Global Corp,6.335.513,Verenigde Staten,Industrial,Bedrijfsobligaties,6335513
Cars.com Inc,1.936.638,Verenigde Staten,Communications,Bedrijfsobligaties,1936638
Carvana Co,9.744.424,Verenigde Staten,"Consumer, cyclical",Aandelen,9744424
Cascades Inc/Cascades USA Inc,3.698.583,Canada,Industrial,Bedrijfsobligaties,3698583
Catcher Technology Co Ltd,1.617.699,Taiwan,Industrial,Aandelen,1617699
Cathay Financial Holding Co Ltd,12.911.945,Taiwan,Financial,Aandelen,12911945
Cboe Global Markets Inc,5.009.314,Verenigde Staten,Financial,Aandelen,5009314
CBRE Open-Ended Funds SCA SICAV-SIF,16.021.858,Luxemburg,Financial,Bedrijfsobligaties,16021858
CCEP Finance Ireland DAC,4.134.686,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,4134686
CCO Holdings LLC / CCO Holdings Capital Corp,43.899.293,Verenigde Staten,Communications,Bedrijfsobligaties,43899293
CD Projekt SA,2.613.763,Polen,Technology,Aandelen,2613763
Celanese US Holdings LLC,36.479.230,Verenigde Staten,Basic materials,Bedrijfsobligaties,36479230
CELCOMDIGI BHD,1.745.416,Maleisië,Communications,Aandelen,1745416
Celestica Inc,6.605.764,Canada,Industrial,Aandelen,6605764
Cellnex Finance Co SA,34.516.294,Spanje,Industrial,Bedrijfsobligaties,34516294
Cellnex Telecom SA,1.822.147,Spanje,Industrial,Aandelen,1822147
Celltrion Inc,10.531.857,Zuid-Korea,"Consumer, non-cyclical",Aandelen,10531857
Celsa Opco SA,2.594.008,Spanje,Basic materials,Bedrijfsobligaties,2594008
Cencora Inc,10.639.762,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,10639762
Cencora Inc,11.897.819,Verenigde Staten,"Consumer, non-cyclical",Aandelen,11897819
Cencosud SA,2.621.184,Chili,"Consumer, non-cyclical",Aandelen,2621184
Centene Corp,3.821.945,Verenigde Staten,"Consumer, non-cyclical",Aandelen,3821945
CenterPoint Energy Inc,7.201.437,Verenigde Staten,Utilities,Aandelen,7201437
Central Garden & Pet Co,3.983.059,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3983059
Central Japan Railway Co,5.171.253,Japan,Industrial,Aandelen,5171253
Centrient Holding BV,4.719.125,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,4719125
Century Aluminum Co,8.412.573,Verenigde Staten,Basic materials,Bedrijfsobligaties,8412573
Century Communities Inc,2.359.258,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,2359258
CGI Inc,3.490.132,Canada,Technology,Aandelen,3490132
CH Robinson Worldwide Inc,3.627.897,Verenigde Staten,Industrial,Aandelen,3627897
Chailease Holding Co Ltd,2.746.977,Taiwan,Financial,Aandelen,2746977
Champions Financing Inc,2.142.374,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,2142374
Chandra Asri Pacific Tbk PT,2.091.605,Indonesië,Basic materials,Aandelen,2091605
Chang Hwa Commercial Bank Ltd,2.177.751,Taiwan,Financial,Aandelen,2177751
Changzhou Xingyu Automotive Lighting Systems Co Ltd,257.044,China,Industrial,Aandelen,257044
Charles River Laboratories International Inc,6.248.489,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,6248489
Charles Schwab Corp/The,45.733.421,Verenigde Staten,Financial,Aandelen,45733421
Chart Industries Inc,8.552.072,Verenigde Staten,Industrial,Bedrijfsobligaties,8552072
Charter Communications Inc,3.665.945,Verenigde Staten,Communications,Aandelen,3665945
Cheng Shin Rubber Industry Co Ltd,1.119.187,Taiwan,"Consumer, cyclical",Aandelen,1119187
Cheplapharm Arzneimittel GmbH,1.602.623,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,1602623
Chiba Bank Ltd/The,1.507.869,Japan,Financial,Aandelen,1507869
China Feihe Ltd,1.215.162,China,"Consumer, non-cyclical",Aandelen,1215162
China Hongqiao Group Ltd,6.933.441,China,Basic materials,Aandelen,6933441
China Literature Ltd,1.148.724,China,Communications,Aandelen,1148724
China Minsheng Banking Corp Ltd,2.746.362,China,Financial,Aandelen,2746362
Chipotle Mexican Grill Inc,9.583.959,Verenigde Staten,"Consumer, cyclical",Aandelen,9583959
Cholamandalam Investment and Finance Co Ltd,4.411.932,India,Financial,Aandelen,4411932
Chorus Ltd,5.865.553,Nieuw-Zeeland,Communications,Bedrijfsobligaties,5865553
Chow Tai Fook Jewellery Group Ltd,1.995.943,China,"Consumer, cyclical",Aandelen,1995943
Chroma ATE Inc,3.780.303,Taiwan,Industrial,Aandelen,3780303
CHS/Community Health Systems Inc,2.460.161,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,2460161
Chubb INA Holdings Inc,23.016.419,Verenigde Staten,Financial,Bedrijfsobligaties,23016419
Chubb Ltd,41.167.045,Verenigde Staten,Financial,Aandelen,41167045
Chugai Pharmaceutical Co Ltd,8.556.926,Japan,"Consumer, non-cyclical",Aandelen,8556926
Chunghwa Telecom Co Ltd,9.134.554,Taiwan,Communications,Aandelen,9134554
Church & Dwight Co Inc,3.940.225,Verenigde Staten,"Consumer, non-cyclical",Aandelen,3940225
Cia de Minas Buenaventura SAA,2.774.825,Peru,Basic materials,Aandelen,2774825
Cia de Saneamento Basico do Estado de Sao Paulo,7.349.850,Brazilië,Utilities,Aandelen,7349850
Cia Energetica de Minas Gerais,2.153.675,Brazilië,Utilities,Aandelen,2153675
Cia Paranaense de Energia - Copel,1.613.126,Brazilië,Utilities,Aandelen,1613126
Cie de Saint-Gobain SA,10.502.681,Frankrijk,Industrial,Aandelen,10502681
Cie de Saint-Gobain SA,50.017.929,Frankrijk,Industrial,Bedrijfsobligaties,50017929
Cie Generale des Etablissements Michelin,2.556.167,Frankrijk,"Consumer, cyclical",Aandelen,2556167
Ciena Corp,9.313.277,Verenigde Staten,Communications,Bedrijfsobligaties,9313277
Cigna Group/The,14.253.045,Verenigde Staten,"Consumer, non-cyclical",Aandelen,14253045
CIMB Group Holdings Bhd,9.194.429,Maleisië,Financial,Aandelen,9194429
Cimpress PLC,3.405.351,Ierland,"Consumer, non-cyclical",Bedrijfsobligaties,3405351
Cincinnati Financial Corp,4.884.373,Verenigde Staten,Financial,Aandelen,4884373
Cinemark USA Inc,6.806.309,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,6806309
Cintas Corp,13.055.608,Verenigde Staten,"Consumer, non-cyclical",Aandelen,13055608
Cipla Ltd/India,5.737.677,India,"Consumer, non-cyclical",Aandelen,5737677
Cisco Systems Inc,58.990.964,Verenigde Staten,Communications,Aandelen,58990964
Citigroup Inc,42.276.764,Verenigde Staten,Financial,Aandelen,42276764
Citigroup Inc,11.786.273,Verenigde Staten,Financial,Bedrijfsobligaties,11786273
Citizens Financial Group Inc,4.878.798,Verenigde Staten,Financial,Aandelen,4878798
Citycon Oyj,2.052.604,Finland,Financial,Bedrijfsobligaties,2052604
Citycon Treasury BV,1.349.179,Finland,Financial,Bedrijfsobligaties,1349179
CK Hutchison Holdings Ltd,4.439.869,Verenigd Koninkrijk,"Consumer, cyclical",Aandelen,4439869
Clarivate Science Holdings Corp,18.197.931,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,18197931
Clean Harbors Inc,7.228.421,Verenigde Staten,Industrial,Bedrijfsobligaties,7228421
Clear Channel Outdoor Holdings Inc,3.410.069,Verenigde Staten,Communications,Bedrijfsobligaties,3410069
Clearstream Europe AG,10.635.277,Duitsland,Financial,Bedrijfsobligaties,10635277
Clearway Energy Operating LLC,11.421.278,Verenigde Staten,Utilities,Bedrijfsobligaties,11421278
Clicks Group Ltd,2.769.768,Zuid-Africa,"Consumer, cyclical",Aandelen,2769768
Clorox Co/The,2.287.981,Verenigde Staten,"Consumer, non-cyclical",Aandelen,2287981
Cloud Music Inc,788.455,China,"Consumer, cyclical",Aandelen,788455
Cloudflare Inc,11.633.436,Verenigde Staten,Technology,Aandelen,11633436
Cloverie PLC for Zurich Insurance Co Ltd,10.580.810,Zwitserland,Financial,Bedrijfsobligaties,10580810
Clue Opco LLC,2.752.443,Verenigde Staten,Diversified,Bedrijfsobligaties,2752443
CMA CGM SA,5.560.260,Frankrijk,Industrial,Bedrijfsobligaties,5560260
CME Group Inc,19.096.882,Verenigde Staten,Financial,Aandelen,19096882
CMOC Group Ltd,7.182.825,China,Basic materials,Aandelen,7182825
CMS Energy Corp,3.927.500,Verenigde Staten,Utilities,Aandelen,3927500
CNH Industrial Finance Europe SA,4.016.018,Verenigde Staten,Industrial,Bedrijfsobligaties,4016018
CNH Industrial NV,12.253.627,Verenigde Staten,Industrial,Bedrijfsobligaties,12253627
CNH Industrial NV,1.509.632,Verenigde Staten,Industrial,Aandelen,1509632
Coca-Cola Co/The,55.018.149,Verenigde Staten,"Consumer, non-cyclical",Aandelen,55018149
Coca-Cola Co/The,66.910.531,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,66910531
Coca-Cola Europecific Partners PLC,2.387.492,Verenigd Koninkrijk,"Consumer, non-cyclical",Aandelen,2387492
Coca-Cola Europecific Partners PLC,56.206.033,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,56206033
Coca-Cola Femsa SAB de CV,2.881.440,Mexico,"Consumer, non-cyclical",Aandelen,2881440
Coca-Cola HBC AG,1.288.543,Italië,"Consumer, non-cyclical",Aandelen,1288543
Coca-Cola HBC Finance BV,24.870.370,Italië,"Consumer, non-cyclical",Bedrijfsobligaties,24870370
Cochlear Ltd,2.736.841,Australië,"Consumer, non-cyclical",Aandelen,2736841
Coentreprise de Transport d'Electricite SA,9.421.224,Frankrijk,Utilities,Bedrijfsobligaties,9421224
Cofinimmo SA,4.458.197,België,Financial,Bedrijfsobligaties,4458197
Cofiroute SA,4.015.294,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,4015294
Cogent Communications Group Inc / Cogent Communications Finance Inc,3.766.915,Verenigde Staten,Communications,Bedrijfsobligaties,3766915
Cognizant Technology Solutions Corp,7.850.247,Verenigde Staten,Technology,Aandelen,7850247
Coherent Corp,4.422.463,Verenigde Staten,Industrial,Bedrijfsobligaties,4422463
Coherent Corp,12.530.236,Verenigde Staten,Industrial,Aandelen,12530236
Coles Group Ltd,4.625.462,Australië,"Consumer, non-cyclical",Aandelen,4625462
Colgate-Palmolive Co,20.889.103,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,20889103
Colgate-Palmolive Co,23.294.971,Verenigde Staten,"Consumer, non-cyclical",Aandelen,23294971
Colgate-Palmolive India Ltd,1.869.271,India,"Consumer, non-cyclical",Aandelen,1869271
Colonial SFL Socimi SA,5.681.726,Spanje,Financial,Bedrijfsobligaties,5681726
Coloplast A/S,1.237.795,Denemarken,"Consumer, non-cyclical",Aandelen,1237795
Coloplast Finance BV,9.642.862,Denemarken,"Consumer, non-cyclical",Bedrijfsobligaties,9642862
Comcast Corp,48.014.707,Verenigde Staten,Communications,Bedrijfsobligaties,48014707
Comcast Corp,21.821.469,Verenigde Staten,Communications,Aandelen,21821469
Commerce Bancshares Inc/MO,6.062.295,Verenigde Staten,Financial,Aandelen,6062295
Commercial International Bank Egypt SAE,3.384.238,Egypte,Financial,Aandelen,3384238
Commercial Metals Co,14.033.082,Verenigde Staten,Basic materials,Bedrijfsobligaties,14033082
Commerzbank AG,18.375.767,Duitsland,Financial,Bedrijfsobligaties,18375767
Commerzbank AG,16.545.352,Duitsland,Financial,Aandelen,16545352
Commonwealth Bank of Australia,43.352.168,Australië,Financial,Aandelen,43352168
Commonwealth Bank of Australia,1.107.546,Australië,Financial,Bedrijfsobligaties,1107546
Compal Electronics Inc,1.804.963,Taiwan,Technology,Aandelen,1804963
Compass Group Finance Netherlands BV,5.430.180,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,5430180
Compass Group PLC,12.315.272,Verenigd Koninkrijk,"Consumer, cyclical",Aandelen,12315272
Compass Group PLC,7.303.834,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,7303834
Compass Minerals International Inc,6.259.838,Verenigde Staten,Basic materials,Bedrijfsobligaties,6259838
Computershare Ltd,2.882.729,Australië,Financial,Aandelen,2882729
Computershare US Inc,11.613.640,Australië,Financial,Bedrijfsobligaties,11613640
