Bedrijfsnaam Aflopend sorteren,Bedrag in €,Land,Sector,Type,Bedrag in € (num)
Italmatch Chemicals SpA,1.558.370,Italië,Basic materials,Bedrijfsobligaties,1558370
Itau Unibanco Holding SA,22.651.834,Brazilië,Financial,Aandelen,22651834
Itausa SA,7.046.149,Brazilië,Financial,Aandelen,7046149
Ivory Coast Government International Bond,495.156,Ivoorkust,Government,Bedrijfsobligaties,495156
IWG US Finance LLC,4.373.350,Verenigde Staten,Financial,Bedrijfsobligaties,4373350
J M Smucker Co/The,1.905.232,Verenigde Staten,"Consumer, non-cyclical",Aandelen,1905232
J Sainsbury PLC,878.954,Verenigd Koninkrijk,"Consumer, non-cyclical",Aandelen,878954
J&T Global Express Ltd,1.819.230,Hongkong,Industrial,Aandelen,1819230
JAB Holdings BV,6.389.458,Oostenrijk,Financial,Bedrijfsobligaties,6389458
Jabil Inc,4.893.756,Verenigde Staten,Industrial,Aandelen,4893756
Jack Henry & Associates Inc,2.735.530,Verenigde Staten,Technology,Aandelen,2735530
Jacobs Solutions Inc,14.847.656,Verenigde Staten,Industrial,Aandelen,14847656
James Hardie International Finance DAC,4.801.004,Verenigde Staten,Industrial,Bedrijfsobligaties,4801004
Japan Airlines Co Ltd,664.355,Japan,"Consumer, cyclical",Aandelen,664355
Japan Exchange Group Inc,2.582.886,Japan,Financial,Aandelen,2582886
Japan Post Bank Co Ltd,6.133.006,Japan,Financial,Aandelen,6133006
Japan Post Holdings Co Ltd,4.550.126,Japan,Financial,Aandelen,4550126
Japan Post Insurance Co Ltd,1.400.117,Japan,Financial,Aandelen,1400117
Jarir Marketing Co,1.385.811,Saoedi-Arabië,"Consumer, cyclical",Aandelen,1385811
Jazz Securities DAC,12.772.667,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,12772667
JCDecaux SE,11.003.085,Frankrijk,Communications,Bedrijfsobligaties,11003085
JD Health International Inc,4.803.649,China,"Consumer, cyclical",Aandelen,4803649
JD Logistics Inc,1.672.280,China,Industrial,Aandelen,1672280
JD Sports Fashion PLC,321.347,Verenigd Koninkrijk,"Consumer, cyclical",Aandelen,321347
JD.com Inc,20.137.566,China,Communications,Aandelen,20137566
JDE Peet's NV,22.599.733,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,22599733
JELD-WEN Inc,1.322.395,Verenigde Staten,Industrial,Bedrijfsobligaties,1322395
Jeronimo Martins SGPS SA,767.530,Portugal,"Consumer, non-cyclical",Aandelen,767530
JFE Holdings Inc,1.783.859,Japan,Basic materials,Aandelen,1783859
JH North America Holdings Inc,2.700.927,Verenigde Staten,Industrial,Bedrijfsobligaties,2700927
Jiangsu Hengrui Pharmaceuticals Co Ltd,1.826.893,China,"Consumer, non-cyclical",Aandelen,1826893
Jio Financial Services Ltd,5.376.266,India,Financial,Aandelen,5376266
John Deere Bank SA,31.613.586,Verenigde Staten,Industrial,Bedrijfsobligaties,31613586
John Deere Capital Corp,12.540.922,Verenigde Staten,Industrial,Bedrijfsobligaties,12540922
Johnson & Johnson,96.000.694,Verenigde Staten,"Consumer, non-cyclical",Aandelen,96000694
Johnson & Johnson,31.499.211,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,31499211
Johnson Controls International plc / Tyco Fire & Security Finance SCA,9.343.378,Verenigde Staten,Industrial,Bedrijfsobligaties,9343378
Jollibee Foods Corp,719.262,Filipijnen,"Consumer, cyclical",Aandelen,719262
JPMorgan Chase & Co,51.376.497,Verenigde Staten,Financial,Bedrijfsobligaties,51376497
JPMorgan Chase & Co,224.141.330,Verenigde Staten,Financial,Aandelen,224141330
Jubilant Foodworks Ltd,1.022.023,India,"Consumer, cyclical",Aandelen,1022023
Julius Baer Group Ltd,1.855.704,Zwitserland,Financial,Aandelen,1855704
JUMBO SA,2.130.639,Griekenland,"Consumer, cyclical",Aandelen,2130639
Jyske Bank A/S,19.274.295,Denemarken,Financial,Bedrijfsobligaties,19274295
Kaiser Aluminum Corp,3.410.601,Verenigde Staten,Basic materials,Bedrijfsobligaties,3410601
Kajima Corp,3.794.083,Japan,Industrial,Aandelen,3794083
Kakao Corp,7.572.436,Zuid-Korea,Communications,Aandelen,7572436
KakaoBank Corp,1.442.907,Zuid-Korea,Financial,Aandelen,1442907
Kanzhun Ltd,3.977.263,China,Communications,Aandelen,3977263
Kao Corp,4.499.615,Japan,"Consumer, non-cyclical",Aandelen,4499615
Kapla Holding SAS,2.898.839,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,2898839
Kasikornbank PCL,2.512.151,Thailand,Financial,Aandelen,2512151
KB Financial Group Inc,18.546.672,Zuid-Korea,Financial,Aandelen,18546672
KBC Group NV,31.106.781,België,Financial,Bedrijfsobligaties,31106781
KBC Group NV,39.742.950,België,Financial,Aandelen,39742950
KBC IFIMA SA,13.829.598,België,Financial,Bedrijfsobligaties,13829598
KDDI Corp,12.834.133,Japan,Communications,Aandelen,12834133
KE Holdings Inc,6.359.402,China,Financial,Aandelen,6359402
Kennedy-Wilson Inc,9.523.599,Verenigde Staten,Financial,Bedrijfsobligaties,9523599
Keppel Ltd,2.835.654,Singapore,Industrial,Aandelen,2835654
Kerry Group Financial Services,23.635.169,Ierland,"Consumer, non-cyclical",Bedrijfsobligaties,23635169
Kerry Group PLC,21.543.834,Ierland,"Consumer, non-cyclical",Aandelen,21543834
Kesko OYJ,701.412,Finland,"Consumer, non-cyclical",Aandelen,701412
Keurig Dr Pepper Inc,6.892.256,Verenigde Staten,"Consumer, non-cyclical",Aandelen,6892256
KeyCorp,3.699.647,Verenigde Staten,Financial,Aandelen,3699647
Keyence Corp,17.057.344,Japan,Industrial,Aandelen,17057344
Keysight Technologies Inc,6.702.528,Verenigde Staten,Industrial,Aandelen,6702528
KFC Holding Co/Pizza Hut Holdings LLC/Taco Bell of America LLC,7.682.089,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,7682089
KGI Financial Holding Co Ltd,4.783.636,Taiwan,Financial,Aandelen,4783636
Kimberly-Clark de Mexico SAB de CV,1.950.559,Mexico,"Consumer, non-cyclical",Aandelen,1950559
King Slide Works Co Ltd,2.540.526,Taiwan,Industrial,Aandelen,2540526
King Yuan Electronics Co Ltd,3.346.788,Taiwan,Technology,Aandelen,3346788
Kingdee International Software Group Co Ltd,2.471.530,China,Technology,Aandelen,2471530
Kingfisher PLC,847.257,Verenigd Koninkrijk,"Consumer, cyclical",Aandelen,847257
Kingsoft Corp Ltd,2.057.718,China,Technology,Aandelen,2057718
Kingspan Group PLC,12.077.774,Ierland,Industrial,Aandelen,12077774
Kingspan Securities Ireland DAC,7.633.598,Ierland,Industrial,Bedrijfsobligaties,7633598
Kirin Holdings Co Ltd,2.818.786,Japan,"Consumer, non-cyclical",Aandelen,2818786
KLA Corp,40.618.196,Verenigde Staten,Technology,Aandelen,40618196
Klabin SA,1.176.478,Brazilië,Industrial,Aandelen,1176478
Kleopatra Finco Sarl,190.654,Luxemburg,Industrial,Bedrijfsobligaties,190654
Klepierre SA,3.175.612,Frankrijk,Financial,Bedrijfsobligaties,3175612
Knife River Corp,2.708.694,Verenigde Staten,Industrial,Bedrijfsobligaties,2708694
Knorr-Bremse AG,3.540.441,Duitsland,Industrial,Bedrijfsobligaties,3540441
Kojamo Oyj,18.490.701,Finland,Financial,Bedrijfsobligaties,18490701
Komatsu Ltd,6.996.610,Japan,Industrial,Aandelen,6996610
Komercni banka as,2.587.099,Tsjechië,Financial,Aandelen,2587099
Konami Group Corp,3.290.645,Japan,Technology,Aandelen,3290645
Kone OYJ,24.057.460,Finland,Industrial,Aandelen,24057460
Koninklijke Ahold Delhaize NV,4.276.143,Nederland,"Consumer, non-cyclical",Aandelen,4276143
Koninklijke Ahold Delhaize NV,46.858.503,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,46858503
Koninklijke KPN NV,29.488.511,Nederland,Communications,Bedrijfsobligaties,29488511
Koninklijke KPN NV,2.077.011,Nederland,Communications,Aandelen,2077011
Korea Investment Holdings Co Ltd,2.225.574,Zuid-Korea,Financial,Aandelen,2225574
Korea Zinc Co Ltd,2.299.310,Zuid-Korea,Basic materials,Aandelen,2299310
Korn Ferry,9.655.097,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,9655097
Kotak Mahindra Bank Ltd,15.195.241,India,Financial,Aandelen,15195241
Kraft Heinz Co/The,4.320.793,Verenigde Staten,"Consumer, non-cyclical",Aandelen,4320793
Kraft Heinz Foods Co,24.656.334,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,24656334
Krafton Inc,2.949.201,Zuid-Korea,Technology,Aandelen,2949201
Kreditanstalt fuer Wiederaufbau,618.463,Duitsland,Financial,Bedrijfsobligaties,618463
Kroger Co/The,7.488.131,Verenigde Staten,"Consumer, non-cyclical",Aandelen,7488131
Kronos International Inc,3.226.654,Verenigde Staten,Basic materials,Bedrijfsobligaties,3226654
Krung Thai Bank PCL,1.466.607,Thailand,Financial,Aandelen,1466607
Kuang-Chi Technologies Co Ltd,324.978,China,Industrial,Aandelen,324978
Kubota Corp,3.355.649,Japan,Industrial,Aandelen,3355649
Kuehne + Nagel International AG,1.194.057,Zwitserland,Industrial,Aandelen,1194057
Kwality Wall's India Ltd,205.798,India,"Consumer, non-cyclical",Aandelen,205798
Kyocera Corp,4.361.043,Japan,Industrial,Aandelen,4361043
L'Oreal SA,46.076.121,Frankrijk,"Consumer, non-cyclical",Aandelen,46076121
L'Oreal SA,39.091.822,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,39091822
La Banque Postale SA,15.363.668,Frankrijk,Financial,Bedrijfsobligaties,15363668
La Poste SA,28.741.839,Frankrijk,Industrial,Bedrijfsobligaties,28741839
Labcorp Holdings Inc,16.771.332,Verenigde Staten,"Consumer, non-cyclical",Aandelen,16771332
Lam Research Corp,42.298.054,Verenigde Staten,Technology,Aandelen,42298054
Lamar Media Corp,14.829.381,Verenigde Staten,Communications,Bedrijfsobligaties,14829381
Lamb Weston Holdings Inc,4.362.581,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4362581
Lansforsakringar Bank AB,29.884.151,Zweden,Financial,Bedrijfsobligaties,29884151
LANXESS AG,7.339.203,Duitsland,Basic materials,Bedrijfsobligaties,7339203
Laopu Gold Co Ltd,1.129.008,China,"Consumer, cyclical",Aandelen,1129008
Larsen & Toubro Infotech Ltd,1.788.109,India,Technology,Aandelen,1788109
Lasertec Corp,3.671.623,Japan,Technology,Aandelen,3671623
LCM Investments Holdings II LLC,1.789.971,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1789971
LEG Immobilien SE,7.841.161,Duitsland,Financial,Bedrijfsobligaties,7841161
Legal & General Group PLC,2.366.104,Verenigd Koninkrijk,Financial,Aandelen,2366104
Legrand SA,7.639.680,Frankrijk,Industrial,Bedrijfsobligaties,7639680
Legrand SA,9.088.831,Frankrijk,Industrial,Aandelen,9088831
Lennar Corp,4.592.892,Verenigde Staten,"Consumer, cyclical",Aandelen,4592892
Lennox International Inc,2.973.968,Verenigde Staten,Industrial,Aandelen,2973968
Lenovo Group Ltd,4.345.706,China,Technology,Aandelen,4345706
LG Corp,3.070.871,Zuid-Korea,Technology,Aandelen,3070871
LG Electronics Inc,3.663.226,Zuid-Korea,"Consumer, cyclical",Aandelen,3663226
LG Energy Solution Ltd,6.974.225,Zuid-Korea,"Consumer, cyclical",Aandelen,6974225
LG H&H Co Ltd,895.661,Zuid-Korea,"Consumer, non-cyclical",Aandelen,895661
LG Uplus Corp,834.806,Zuid-Korea,Communications,Aandelen,834806
LGI Homes Inc,891.444,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,891444
Li Auto Inc,6.061.974,China,"Consumer, cyclical",Aandelen,6061974
Liberty Media Corp-Liberty Formula One,3.904.920,Verenigde Staten,Communications,Aandelen,3904920
Lifco AB,1.007.656,Zweden,"Consumer, non-cyclical",Aandelen,1007656
Life Time Inc,1.889.550,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1889550
LifePoint Health Inc,2.157.901,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,2157901
Linde PLC,47.764.038,Verenigde Staten,Basic materials,Bedrijfsobligaties,47764038
Linde PLC,74.388.527,Verenigde Staten,Basic materials,Aandelen,74388527
Lingyi iTech Guangdong Co,453.670,China,Industrial,Aandelen,453670
Lite-On Technology Corp,4.758.548,Taiwan,"Consumer, cyclical",Aandelen,4758548
Lithia Motors Inc,6.880.737,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,6880737
Live Nation Entertainment Inc,17.877.243,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,17877243
Live Nation Entertainment Inc,4.396.151,Verenigde Staten,"Consumer, cyclical",Aandelen,4396151
LKQ Dutch Bond BV,26.858.857,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,26858857
Lloyds Banking Group PLC,6.821.154,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,6821154
Lloyds Banking Group PLC,9.090.641,Verenigd Koninkrijk,Financial,Aandelen,9090641
Loarre Investments Sarl,1.817.855,Spanje,"Consumer, cyclical",Bedrijfsobligaties,1817855
Loblaw Cos Ltd,5.176.062,Canada,"Consumer, non-cyclical",Aandelen,5176062
Loews Corp,3.636.197,Verenigde Staten,Financial,Aandelen,3636197
Logitech International SA,1.790.375,Zwitserland,Technology,Aandelen,1790375
London Power Networks PLC,14.172.265,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,14172265
London Stock Exchange Group PLC,34.440.620,Verenigd Koninkrijk,Financial,Aandelen,34440620
London Stock Exchange Group PLC,11.042.272,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,11042272
LONGi Green Energy Technology Co Ltd,860.375,China,Energy,Aandelen,860375
Lonza Finance International NV,21.777.994,Zwitserland,"Consumer, non-cyclical",Bedrijfsobligaties,21777994
Lonza Group AG,17.316.524,Zwitserland,"Consumer, non-cyclical",Aandelen,17316524
Lotes Co Ltd,1.087.887,Taiwan,Industrial,Aandelen,1087887
Louis Dreyfus Co Finance BV,9.899.684,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,9899684
Lowe's Cos Inc,25.985.198,Verenigde Staten,"Consumer, cyclical",Aandelen,25985198
Loxam SAS,25.768.351,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,25768351
LPL Financial Holdings Inc,5.486.876,Verenigde Staten,Financial,Aandelen,5486876
LPP SA,4.489.842,Polen,"Consumer, cyclical",Aandelen,4489842
LS Electric Co Ltd,2.704.501,Zuid-Korea,Industrial,Aandelen,2704501
Lseg Netherlands BV,34.520.298,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,34520298
Lunar Funding V for Swisscom AG,11.076.533,Zwitserland,Communications,Bedrijfsobligaties,11076533
Lune Holdings Sarl,100.066,Frankrijk,Basic materials,Bedrijfsobligaties,100066
Lupin Ltd,2.978.672,India,"Consumer, non-cyclical",Aandelen,2978672
Luxshare Precision Industry Co Ltd,1.774.153,China,Industrial,Aandelen,1774153
LY Corp,1.859.947,Japan,Communications,Aandelen,1859947
M/I Homes Inc,1.891.305,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1891305
M&G PLC,1.006.466,Verenigd Koninkrijk,Financial,Aandelen,1006466
M&T Bank Corp,6.255.324,Verenigde Staten,Financial,Aandelen,6255324
M3 Inc,1.426.259,Japan,Communications,Aandelen,1426259
Macquarie Group Ltd,6.618.077,Australië,Financial,Bedrijfsobligaties,6618077
Macquarie Group Ltd,11.863.294,Australië,Financial,Aandelen,11863294
Magallanes Inc,9.623.826,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,9623826
Magna International Inc,2.663.962,Canada,"Consumer, cyclical",Aandelen,2663962
Magnera Corp,3.111.302,Verenigde Staten,Basic materials,Bedrijfsobligaties,3111302
Magnum Icc Finance BV,10.127.556,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,10127556
Magnum Ice Cream Co NV/The,915.091,Nederland,"Consumer, non-cyclical",Aandelen,915091
Mahle GmbH,1.637.456,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,1637456
Makita Corp,1.729.197,Japan,Industrial,Aandelen,1729197
Malayan Banking Bhd,8.211.335,Maleisië,Financial,Aandelen,8211335
Manchester Airport Group Funding PLC,14.643.582,Verenigd Koninkrijk,Industrial,Bedrijfsobligaties,14643582
Manila Electric Co,1.498.886,Filipijnen,Utilities,Aandelen,1498886
ManpowerGroup Inc,8.420.780,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,8420780
Manulife Financial Corp,11.975.315,Canada,Financial,Aandelen,11975315
Marico Ltd,2.528.695,India,"Consumer, non-cyclical",Aandelen,2528695
Markel Group Inc,5.267.736,Verenigde Staten,Financial,Aandelen,5267736
Marriott International Inc/MD,13.865.373,Verenigde Staten,"Consumer, cyclical",Aandelen,13865373
Marsh & McLennan Cos Inc,14.088.872,Verenigde Staten,Financial,Bedrijfsobligaties,14088872
Marsh & McLennan Cos Inc,30.772.515,Verenigde Staten,Financial,Aandelen,30772515
Martin Marietta Materials Inc,7.317.958,Verenigde Staten,Industrial,Aandelen,7317958
Marvell Technology Inc,23.131.246,Verenigde Staten,Technology,Aandelen,23131246
MassMutual Global Funding II,10.919.314,Verenigde Staten,Financial,Bedrijfsobligaties,10919314
Masterbrand Inc,6.167.250,Verenigde Staten,Industrial,Bedrijfsobligaties,6167250
Mastercard Inc,107.990.596,Verenigde Staten,Financial,Aandelen,107990596
Match Group Holdings II LLC,13.204.397,Verenigde Staten,Communications,Bedrijfsobligaties,13204397
MatsukiyoCocokara & Co,1.386.281,Japan,"Consumer, cyclical",Aandelen,1386281
Mattel Inc,1.775.917,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1775917
Matterhorn Telecom SA,15.153.543,Luxemburg,Communications,Bedrijfsobligaties,15153543
Matthews International Corp,1.837.570,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,1837570
Max Healthcare Institute Ltd,5.522.319,India,"Consumer, non-cyclical",Aandelen,5522319
mBank SA,2.616.040,Polen,Financial,Aandelen,2616040
McCormick & Co Inc/MD,12.651.775,Verenigde Staten,"Consumer, non-cyclical",Aandelen,12651775
McDonald's Corp,39.932.931,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,39932931
McDonald's Corp,42.079.327,Verenigde Staten,"Consumer, cyclical",Aandelen,42079327
McGraw-Hill Education Inc,8.004.677,Verenigde Staten,Communications,Bedrijfsobligaties,8004677
McKesson Corp,19.920.381,Verenigde Staten,"Consumer, non-cyclical",Aandelen,19920381
MediaTek Inc,30.962.446,Taiwan,Technology,Aandelen,30962446
Medibank Pvt Ltd,2.129.943,Australië,Financial,Aandelen,2129943
Medtronic Inc,9.332.264,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,9332264
Medtronic PLC,39.460.952,Verenigde Staten,"Consumer, non-cyclical",Aandelen,39460952
Mega Financial Holding Co Ltd,8.563.048,Taiwan,Financial,Aandelen,8563048
Mehilainen Yhtiot Oy,3.542.977,Finland,"Consumer, non-cyclical",Bedrijfsobligaties,3542977
Meitu Inc,1.666.667,China,Communications,Aandelen,1666667
Meituan,38.496.718,China,Communications,Aandelen,38496718
MercadoLibre Inc,17.900.150,Brazilië,Communications,Aandelen,17900150
Mercedes-Benz Group AG,3.871.965,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,3871965
Mercedes-Benz Group AG,20.036.769,Duitsland,"Consumer, cyclical",Aandelen,20036769
Mercer International Inc,5.861.948,Duitsland,Basic materials,Bedrijfsobligaties,5861948
Merck & Co Inc,79.260.525,Verenigde Staten,"Consumer, non-cyclical",Aandelen,79260525
Merck & Co Inc,11.381.752,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,11381752
Merck Financial Services GmbH,2.766.205,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,2766205
Merck KGaA,2.128.459,Duitsland,"Consumer, non-cyclical",Aandelen,2128459
Meridian Energy Ltd,1.083.894,Nieuw-Zeeland,Utilities,Aandelen,1083894
Meritz Financial Group Inc,3.738.438,Zuid-Korea,Financial,Aandelen,3738438
Merlin Entertainments Group US Holdings Inc,1.759.916,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,1759916
Merlin Properties Socimi SA,14.362.863,Spanje,Financial,Bedrijfsobligaties,14362863
MetLife Inc,19.075.794,Verenigde Staten,Financial,Aandelen,19075794
Metro Inc/CN,2.834.345,Canada,"Consumer, non-cyclical",Aandelen,2834345
Metropolitan Bank & Trust Co,1.575.436,Filipijnen,Financial,Aandelen,1575436
Metropolitan Life Global Funding I,41.712.692,Verenigde Staten,Financial,Bedrijfsobligaties,41712692
Metso Oyj,1.239.086,Finland,Industrial,Aandelen,1239086
Mettler-Toledo International Inc,5.561.565,Verenigde Staten,Industrial,Aandelen,5561565
Microchip Technology Inc,6.551.476,Verenigde Staten,Technology,Aandelen,6551476
Micron Technology Inc,61.392.373,Verenigde Staten,Technology,Aandelen,61392373
Microsoft Corp,15.163.763,Verenigde Staten,Technology,Bedrijfsobligaties,15163763
Microsoft Corp,414.217.884,Verenigde Staten,Technology,Aandelen,414217884
Midea Group Co Ltd,3.631.210,China,"Consumer, cyclical",Aandelen,3631210
Millicom International Cellular SA,2.049.027,Guatemala,Communications,Bedrijfsobligaties,2049027
MINEBEA MITSUMI Inc,1.754.013,Japan,Industrial,Aandelen,1754013
MINISO Group Holding Ltd,1.032.319,China,"Consumer, cyclical",Aandelen,1032319
Minor International PCL,1.423.267,Thailand,"Consumer, cyclical",Aandelen,1423267
Mirae Asset Securities Co Ltd,2.317.425,Zuid-Korea,Financial,Aandelen,2317425
MISC Bhd,1.619.098,Maleisië,Industrial,Aandelen,1619098
Mitsubishi Chemical Group Corp,1.878.526,Japan,Basic materials,Aandelen,1878526
Mitsubishi Electric Corp,13.479.350,Japan,Industrial,Aandelen,13479350
Mitsubishi HC Capital Inc,1.798.191,Japan,Financial,Aandelen,1798191
Mitsubishi Heavy Industries Ltd,18.988.365,Japan,Industrial,Aandelen,18988365
Mitsubishi UFJ Financial Group Inc,44.120.982,Japan,Financial,Aandelen,44120982
Mizuho Financial Group Inc,7.359.569,Japan,Financial,Bedrijfsobligaties,7359569
Mizuho Financial Group Inc,20.993.089,Japan,Financial,Aandelen,20993089
MMS USA Holdings Inc,4.852.593,Frankrijk,Communications,Bedrijfsobligaties,4852593
Molina Healthcare Inc,9.638.242,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,9638242
Molnlycke Holding AB,5.328.975,Zweden,"Consumer, non-cyclical",Bedrijfsobligaties,5328975
Molson Coors Beverage Co,16.630.991,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,16630991
Mondelez International Holdings Netherlands BV,4.872.972,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4872972
Mondelez International Inc,46.320.288,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,46320288
Mondi Finance Europe GmbH,3.427.306,Oostenrijk,Basic materials,Bedrijfsobligaties,3427306
Mondi Finance PLC,18.928.853,Oostenrijk,Basic materials,Bedrijfsobligaties,18928853
Moneta Money Bank AS,1.488.617,Tsjechië,Financial,Aandelen,1488617
MongoDB Inc,6.757.136,Verenigde Staten,Technology,Aandelen,6757136
Monitchem HoldCo 3 SA,6.026.552,Luxemburg,Basic materials,Bedrijfsobligaties,6026552
Monolithic Power Systems Inc,8.298.428,Verenigde Staten,Technology,Aandelen,8298428
MonotaRO Co Ltd,980.699,Japan,Communications,Aandelen,980699
Montage Technology Co Ltd,591.379,China,Technology,Aandelen,591379
Moody's Corp,15.810.274,Verenigde Staten,"Consumer, non-cyclical",Aandelen,15810274
Moody's Corp,25.286.509,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,25286509
Morgan Stanley,45.039.293,Verenigde Staten,Financial,Bedrijfsobligaties,45039293
Morgan Stanley,59.792.443,Verenigde Staten,Financial,Aandelen,59792443
Motability Operations Group PLC,55.125.952,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,55125952
Motion Finco Sarl,6.010.445,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,6010445
Mouwasat Medical Services Co,601.047,Saoedi-Arabië,"Consumer, non-cyclical",Aandelen,601047
Mowi ASA,1.267.375,Noorwegen,"Consumer, non-cyclical",Aandelen,1267375
Mphasis Ltd,1.669.556,India,Technology,Aandelen,1669556
MPT Operating Partnership LP / MPT Finance Corp,14.654.745,Verenigde Staten,Financial,Bedrijfsobligaties,14654745
MR DIY Group M Bhd,763.563,Maleisië,"Consumer, cyclical",Aandelen,763563
MRF Ltd,1.870.887,India,"Consumer, cyclical",Aandelen,1870887
MS&AD Insurance Group Holdings Inc,7.336.424,Japan,Financial,Aandelen,7336424
MSA Safety Inc,4.412.525,Verenigde Staten,Industrial,Aandelen,4412525
MSD Netherlands Capital BV,6.608.666,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,6608666
MTN Group Ltd,10.613.116,Zuid-Africa,Communications,Aandelen,10613116
MTR Corp Ltd,1.462.079,Hongkong,Industrial,Aandelen,1462079
MTU Aero Engines AG,2.568.819,Duitsland,Industrial,Aandelen,2568819
MTU Aero Engines AG,4.693.345,Duitsland,Industrial,Bedrijfsobligaties,4693345
Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,30.042.281,Duitsland,Financial,Aandelen,30042281
Multiply Group PJSC,1.618.428,Verenigde Arabische Emiraten,Financial,Aandelen,1618428
Multiversity SpA,5.351.549,Italië,"Consumer, non-cyclical",Bedrijfsobligaties,5351549
Mundys SpA,34.684.168,Italië,"Consumer, non-cyclical",Bedrijfsobligaties,34684168
Murata Manufacturing Co Ltd,8.384.378,Japan,Industrial,Aandelen,8384378
Murphy Oil USA Inc,9.119.595,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,9119595
Nan Ya Plastics Corp,5.848.414,Taiwan,Basic materials,Aandelen,5848414
Nasdaq Inc,19.916.914,Verenigde Staten,Financial,Bedrijfsobligaties,19916914
Nasdaq Inc,21.614.061,Verenigde Staten,Financial,Aandelen,21614061
Naspers Ltd,29.783.675,Zuid-Africa,Communications,Aandelen,29783675
National Australia Bank Ltd,20.869.506,Australië,Financial,Aandelen,20869506
National Australia Bank Ltd,491.667,Australië,Financial,Bedrijfsobligaties,491667
National Bank of Canada,9.409.223,Canada,Financial,Aandelen,9409223
National Bank of Canada,964.634,Canada,Financial,Bedrijfsobligaties,964634
National Bank of Greece SA,7.789.171,Griekenland,Financial,Aandelen,7789171
National Bank of Kuwait SAKP,15.748.357,Koeweit,Financial,Aandelen,15748357
National Grid Electricity Transmission PLC,6.403.049,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,6403049
National Grid North America Inc,9.438.926,Verenigde Staten,Utilities,Bedrijfsobligaties,9438926
National Grid PLC,8.600.163,Verenigd Koninkrijk,Utilities,Aandelen,8600163
National Grid PLC,27.924.587,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,27924587
National Mentor Holdings Inc,4.078.114,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4078114
Nationwide Building Society,43.875.407,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,43875407
Natixis Corporate & Investment Banking Luxembourg SA,3.217.163,Frankrijk,Financial,Bedrijfsobligaties,3217163
Naturgy Finance BV,5.854.946,Spanje,Utilities,Bedrijfsobligaties,5854946
NatWest Group PLC,30.004.650,Verenigd Koninkrijk,Financial,Aandelen,30004650
